대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
1,SJ_00001,보람동_세종시청 정문1,Y,세종,보람동,세종특별자치시 보람동 702,127.289038,36.47895,3,30,2018-06-19 19:37,2021-12-27 15:34
2,SJ_00002,보람동_시드니하트,Y,세종,보람동,세종특별자치시 보람동 616-1,127.29411,36.484045,3,30,2018-07-09 20:33,2021-04-20 13:56
3,SJ_00003,보람동_세종시청 후문,Y,세종,보람동,세종특별자치시 보람동 663,127.288405,36.480258,3,30,2018-06-21 15:44,2020-12-10 10:24
4,SJ_00004,보람동_세종시청후문 잔디광장,Y,세종,보람동,세종특별자치시 보람동 626-2,127.28909,36.480842,3,30,2018-06-21 15:49,2020-12-10 10:24
5,SJ_00005,보람동_호려울302동 건너편,Y,세종,보람동,세종특별자치시 보람동 664-47,127.281104,36.477518,3,30,2018-06-21 15:51,2020-12-10 10:24
6,SJ_00006,보람동_세종교육청,Y,세종,보람동,세종특별자치시 보람동 664-17,127.286182,36.477736,3,25,2018-06-21 15:56,2020-12-10 10:24
7,SJ_00007,보람동_세종남부경찰서 건너편,Y,세종,보람동,세종특별자치시 보람동 623-5,127.291883,36.482037,3,30,2018-06-21 15:59,2022-02-09 15:29
8,SJ_00008,보람동_새샘315동앞,Y,세종,보람동,세종특별자치시 보람동 617-5,127.294376,36.483899,3,30,2018-07-09 20:35,2020-12-10 10:24
9,SJ_00009,보람동_호려울8단지 정문,Y,세종,보람동,세종특별자치시 보람동 686,127.295439,36.478263,3,30,2018-07-09 20:38,2020-12-10 10:24
10,SJ_00010,보람동_호려울810동,Y,세종,보람동,세종특별자치시 보람동 635-8,127.297308,36.479951,3,30,2018-07-09 20:39,2020-12-15 14:07
11,SJ_00011,반곡동_새샘512동 건너편BRT 1,Y,세종,반곡동,세종특별자치시 반곡동 203-278,127.30788,36.481427,3,30,2018-08-11 11:25,2021-12-27 19:12
12,SJ_00012,소담동_새샘216동앞BRT,Y,세종,소담동,세종특별자치시 소담동 32-123,127.297858,36.482487,3,30,2018-07-09 20:43,2020-12-10 10:24
13,SJ_00013,소담동_새샘217동앞BRT,Y,세종,소담동,세종특별자치시 소담동 32-127,127.298771,36.483134,3,30,2018-07-09 20:44,2020-12-10 10:24
14,SJ_00014,소담동_새샘308동앞BRT,Y,세종,소담동,세종특별자치시 소담동 32-123,127.297934,36.48315,3,30,2018-07-09 20:45,2020-12-10 10:24
15,SJ_00015,소담동_새샘307동앞BRT,Y,세종,소담동,세종특별자치시 소담동 32-127,127.298764,36.483792,3,15,2018-07-09 20:46,2021-08-12 9:45
16,SJ_00016,소담동_새샘316동앞,Y,세종,소담동,세종특별자치시 소담동 550,127.2953,36.484876,3,30,2018-07-09 20:47,2022-08-15 15:52
17,SJ_00017,소담동_새샘316동건너편,Y,세종,소담동,세종특별자치시 소담동 333-1,127.294893,36.485029,3,30,2018-07-09 20:47,2020-12-10 10:24
18,SJ_00018,소담동_새샘301동건너편,Y,세종,소담동,세종특별자치시 소담동 333-6,127.295293,36.485517,3,10,2018-07-09 20:48,2021-08-11 12:40
19,SJ_00019,다정동_별뜰근린공원,Y,세종,다정동,세종특별자치시 다정동 409,127.235896,36.499667,2,30,2019-07-04 14:22,2020-12-10 10:24
20,SJ_00020,소담동_글벗초 건너편,Y,세종,소담동,세종특별자치시 소담동 509-6,127.296539,36.487322,3,30,2018-07-09 20:51,2020-12-10 10:24
21,SJ_00021,소담동_새샘803동 앞BRT2,Y,세종,소담동,세종특별자치시 소담동 332-4,127.301179,36.486802,3,30,2018-07-09 20:53,2022-02-10 7:44
22,SJ_00022,소담동_새샘803동 건너편BRT1,Y,세종,소담동,세종특별자치시 소담동 332-4,127.301857,36.486763,3,30,2018-07-09 20:54,2021-08-11 12:45
23,SJ_00023,소담동_새샘512동앞BRT(대전방향),Y,세종,소담동,세종특별자치시 소담동 9-3,127.307428,36.481462,3,35,2018-07-09 20:56,2021-12-27 19:08
24,SJ_00024,소담동_새샘511동앞BRT(대전방향),Y,세종,소담동,세종특별자치시 소담동 9-220,127.307691,36.480931,3,30,2018-07-09 20:56,2021-12-27 19:09
25,SJ_00025,반곡동_새샘512동 건너편BRT 2,Y,세종,반곡동,세종특별자치시 반곡동 203-278,127.307863,36.481517,3,30,2018-07-09 20:57,2021-12-27 19:13
26,SJ_00026,반곡동_새샘511동 건너편BRT,Y,세종,소담동,세종특별자치시 소담동 9-5,127.308087,36.481066,3,30,2018-07-09 20:58,2021-12-27 19:11
27,SJ_00027,소담동_새샘902동앞,Y,세종,소담동,세종특별자치시 소담동 521,127.298603,36.489872,3,30,2018-07-09 21:01,2021-08-14 13:39
28,SJ_00028,소담동_새샘903동건너편,Y,세종,소담동,세종특별자치시 소담동 282-2,127.298701,36.490841,3,30,2018-07-09 21:01,2020-12-10 10:24
29,SJ_00029,소담동_새샘602동버스정류장,Y,세종,소담동,세종특별자치시 소담동 산 9,127.307027,36.482323,3,25,2018-07-09 21:04,2020-12-10 10:24
30,SJ_00030,반곡동_새샘602동버스정류장건너편,Y,세종,반곡동,세종특별자치시 반곡동 산148,127.307528,36.482526,3,30,2018-07-09 21:05,2022-04-25 13:23
31,SJ_00031,반곡동_한국조세재정연구원 건너편 버스정류장,Y,세종,반곡동,세종특별자치시 반곡동 산68,127.301434,36.493997,3,30,2018-07-09 21:08,2020-12-10 10:24
32,SJ_00032,반곡동_국책연구단지 건너편 버스정류장,Y,세종,반곡동,세종특별자치시 반곡동 735,127.303227,36.495907,3,30,2018-07-09 21:11,2020-12-10 10:24
33,SJ_00033,대평동_해들613동앞BRT,Y,세종,대평동,세종특별자치시 대평동 613-2,127.280487,36.475127,3,30,2018-07-30 10:20,2020-12-10 10:24
34,SJ_00034,보람동_해들513동앞BRT,Y,세종,보람동,세종특별자치시 보람동 664-134,127.280865,36.474907,3,30,2018-07-30 10:21,2020-12-10 10:24
35,SJ_00035,대평동_씨티오브드림BRT1,Y,세종,대평동,세종특별자치시 대평동 63-16,127.276688,36.472668,3,30,2018-07-30 10:27,2020-12-10 10:24
36,SJ_00036,대평동_씨티오브드림BRT2,Y,세종,대평동,세종특별자치시 대평동 65-12,127.276106,36.472293,3,30,2018-07-30 10:28,2020-12-10 10:24
37,SJ_00037,대평동_씨티오브드림BRT3,Y,세종,대평동,세종특별자치시 대평동 125-3,127.275669,36.471963,3,30,2018-07-30 10:29,2020-12-10 10:24
38,SJ_00038,대평동_세종메디컬센터BRT1,Y,세종,대평동,세종특별자치시 대평동 548,127.277055,36.472382,3,30,2018-07-30 10:30,2020-12-10 10:24
39,SJ_00039,대평동_세종메디컬센터BRT2,Y,세종,대평동,세종특별자치시 대평동 65-15,127.276779,36.472197,3,30,2018-07-30 10:31,2020-12-10 10:24
40,SJ_00040,대평동_세종메디컬센터BRT3,Y,세종,대평동,세종특별자치시 대평동 152-7,127.276105,36.471763,3,30,2018-07-30 10:32,2020-12-10 10:24
41,SJ_00041,대평동_해피라움블루 건너편,Y,세종,대평동,세종특별자치시 대평동 198-64,127.274318,36.475098,3,30,2018-07-30 10:33,2020-12-10 10:24
42,SJ_00042,대평동_금강변길,Y,세종,대평동,세종특별자치시 대평동 201-7,127.272908,36.474216,3,30,2018-07-30 10:34,2020-12-10 10:24
44,SJ_00044,대평동_세종고속시외버스터미널BRT,Y,세종,대평동,세종특별자치시 대평동 643,127.273195,36.470563,3,30,2018-07-30 10:38,2020-12-10 10:24
45,SJ_00045,대평동_세종고속시외버스터미널 건너편,Y,세종,대평동,세종특별자치시 대평동 499,127.274299,36.469017,3,30,2018-07-30 10:39,2021-12-27 18:34
46,SJ_00046,보람동_세종시청 서문,Y,세종,보람동,세종특별자치시 보람동 627-2,127.288415,36.479836,3,30,2018-08-03 10:16,2020-12-10 10:24
47,SJ_00047,연기면_세종보 입구,Y,세종,연기면,세종특별자치시 연기면 세종리 1054,127.259123,36.476538,2,30,2018-08-06 8:15,2020-12-10 10:24
48,SJ_00048,한솔동_한솔중학교 버스정류장,Y,세종,한솔동,세종특별자치시 한솔동 976,127.255363,36.475171,2,30,2018-08-06 8:17,2020-12-10 10:24
49,SJ_00049,한솔동_첫마을7단지702동앞,Y,세종,한솔동,세종특별자치시 한솔동 1234,127.254921,36.474023,2,30,2018-08-06 8:17,2020-12-10 10:24
50,SJ_00050,한솔동_첫마을6단지617동옆,Y,세종,한솔동,세종특별자치시 한솔동 984,127.251964,36.475565,2,15,2018-08-06 8:19,2022-06-10 8:44
51,SJ_00051,한솔동_한솔고등학교,Y,세종,한솔동,세종특별자치시 한솔동 971,127.252185,36.478211,2,30,2018-08-06 8:20,2022-01-21 9:04
52,SJ_00052,한솔동_첫마을5단지525동옆,Y,세종,한솔동,세종특별자치시 한솔동 1229,127.25031,36.477601,2,25,2018-08-06 8:20,2021-08-23 7:33
53,SJ_00053,한솔동_주민센터,Y,세종,한솔동,세종특별자치시 한솔동 1230,127.2549,36.479357,2,30,2018-08-06 8:21,2020-12-10 10:24
54,SJ_00054,한솔동_첫마을 404동앞,Y,세종,한솔동,세종특별자치시 한솔동 1229,127.253419,36.481052,2,30,2018-08-06 8:23,2021-12-27 18:59
55,SJ_00055,한솔동_첫마을 402동앞,Y,세종,한솔동,세종특별자치시 한솔동 1229,127.251569,36.480223,2,30,2018-08-06 8:24,2022-04-20 17:23
57,SJ_00057,한솔동_첫마을1단지,Y,세종,한솔동,세종특별자치시 한솔동 1231,127.259645,36.482133,2,30,2018-08-06 8:26,2021-10-11 11:31
58,SJ_00058,한솔동_첫마을3단지,Y,세종,한솔동,세종특별자치시 한솔동 1232,127.260369,36.479792,2,30,2018-08-06 8:27,2021-09-24 12:58
59,SJ_00059,나성동_한솔동금강프라자1,Y,세종,나성동,세종특별자치시 나성동 724,127.262571,36.479048,2,30,2018-08-06 8:29,2020-12-10 10:24
60,SJ_00060,나성동_한솔동금강프라자2,Y,세종,나성동,세종특별자치시 나성동 723,127.262328,36.479133,2,30,2018-08-06 8:30,2022-05-04 23:15
61,SJ_00061,새롬동_새뜸정문 102동앞,Y,세종,새롬동,세종특별자치시 새롬동 산77,127.248515,36.482801,2,50,2018-08-06 13:13,2020-12-10 10:24
62,SJ_00062,새롬동_새뜸5단지,Y,세종,새롬동,세종특별자치시 새롬동 341-114,127.251107,36.483183,2,30,2018-08-06 13:14,2020-12-10 10:24
63,SJ_00063,새롬동_새뜸8단지건너편,Y,세종,새롬동,세종특별자치시 새롬동 341-77,127.253073,36.484625,2,30,2018-08-06 13:15,2020-12-10 10:24
64,SJ_00064,새롬동_새뜸프라자앞,Y,세종,새롬동,세종특별자치시 새롬동 341-106,127.251999,36.4842,2,30,2018-08-06 13:17,2020-12-10 10:24
65,SJ_00065,새롬동_복합커뮤니티센터 옆,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.251332,36.485046,2,30,2018-08-06 13:18,2020-12-10 17:49
66,SJ_00066,새롬동_세움빌딩앞,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.250956,36.485164,2,30,2018-08-06 13:19,2020-12-10 10:24
67,SJ_00067,새롬동_행운빌딩,Y,세종,새롬동,세종특별자치시 새롬동 산26,127.250624,36.48579,2,35,2018-08-06 13:21,2020-12-10 10:24
68,SJ_00068,새롬동_오렌지빌딩,Y,세종,새롬동,세종특별자치시 새롬동 산6,127.250476,36.486842,2,30,2018-08-06 13:22,2020-12-10 10:24
69,SJ_00069,새롬동_해피라움W앞,Y,세종,새롬동,세종특별자치시 새롬동 산6,127.250668,36.486754,2,30,2018-08-06 13:22,2020-12-10 10:24
70,SJ_00070,새롬동_새뜸1003동건너편,Y,세종,새롬동,세종특별자치시 새롬동 산5,127.251418,36.487309,2,30,2018-08-06 13:37,2020-12-10 10:24
71,SJ_00071,새롬동_새뜸402동앞로터리,Y,세종,새롬동,세종특별자치시 새롬동 454-4,127.247663,36.48678,2,30,2018-08-06 13:38,2020-12-10 10:24
72,SJ_00072,새롬동_새뜸703동앞,Y,세종,새롬동,세종특별자치시 새롬동 302-1,127.250338,36.488113,2,35,2018-08-06 13:40,2021-03-25 8:06
73,SJ_00073,새롬동_새뜸705동앞,Y,세종,새롬동,세종특별자치시 새롬동 266,127.250133,36.489253,2,30,2018-08-06 13:50,2021-12-27 13:42
74,SJ_00074,새롬동_새롬종합복지센터좌,Y,세종,새롬동,세종특별자치시 새롬동 66-5,127.256033,36.485805,2,30,2018-08-06 13:52,2020-12-10 10:24
75,SJ_00075,나성동_명동프라자옆BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.257124,36.487564,2,30,2018-08-06 13:54,2020-12-10 10:24
76,SJ_00076,다정동_다정초 봄빛문화공원,Y,세종,다정동,세종특별자치시 다정동 22-6,127.243401,36.493183,2,30,2018-08-06 14:18,2020-12-10 10:24
77,SJ_00077,다정동_가온511동앞,Y,세종,다정동,세종특별자치시 다정동 334,127.245049,36.494615,2,30,2018-08-06 14:21,2020-12-10 10:24
78,SJ_00078,다정동_the다정빌딩옆,Y,세종,다정동,세종특별자치시 다정동 7-3,127.24858,36.494859,2,30,2018-08-06 14:22,2020-12-10 10:24
79,SJ_00079,다정동_가온403동건너편 공원,Y,세종,다정동,세종특별자치시 다정동 9-3,127.248148,36.493878,2,30,2018-08-06 14:24,2021-08-04 12:07
80,SJ_00080,다정동_가온414동,Y,세종,다정동,세종특별자치시 다정동 363-257,127.249472,36.490763,2,25,2018-08-06 14:27,2021-09-09 18:19
81,SJ_00081,다정동_가온1006동앞,Y,세종,다정동,세종특별자치시 다정동 363-38,127.25243,36.490872,2,30,2018-08-06 14:28,2020-12-10 10:24
82,SJ_00082,다정동_가온703동 옆,Y,세종,다정동,세종특별자치시 다정동 967,127.252106,36.492861,2,30,2018-08-06 14:29,2021-08-04 9:10
83,SJ_00083,다정동_가온1215옆,Y,세종,다정동,세종특별자치시 다정동 363-153,127.252411,36.493288,2,30,2018-08-06 14:30,2020-12-10 10:24
84,SJ_00084,다정동_가온8단지앞상가(페스티발2),Y,세종,다정동,세종특별자치시 다정동 7-4,127.249278,36.494827,2,15,2018-08-06 14:31,2021-12-07 19:48
85,SJ_00085,나성동_모닝시티오피스텔,Y,세종,나성동,세종특별자치시 나성동 734,127.25591,36.491253,2,40,2018-08-06 14:32,2020-12-10 17:48
86,SJ_00086,다정동_가온807동앞,Y,세종,다정동,세종특별자치시 다정동 13,127.252129,36.495453,2,30,2018-08-06 14:33,2020-12-10 10:24
87,SJ_00087,다정동_가온312동앞,Y,세종,다정동,세종특별자치시 다정동 308-5,127.240739,36.499051,2,30,2018-08-06 14:36,2020-12-10 10:24
88,SJ_00088,다정동_가온314동앞,Y,세종,종촌동,세종특별자치시 종촌동 710,127.243434,36.499395,2,35,2018-08-06 14:38,2020-12-15 14:04
89,SJ_00089,다정동_가온315동앞,Y,세종,다정동,세종특별자치시 다정동 273-4,127.244546,36.499254,2,30,2018-08-06 14:39,2020-12-10 10:24
90,SJ_00090,다정동_가온607동앞,Y,세종,다정동,세종특별자치시 다정동 1-1,127.245067,36.498814,2,30,2018-08-06 14:40,2020-12-10 10:24
91,SJ_00091,다정동_가온603동앞 공원,Y,세종,다정동,세종특별자치시 다정동 85-1,127.248717,36.498982,2,30,2018-08-06 14:40,2020-12-10 10:24
92,SJ_00092,다정동_가온603동앞,Y,세종,다정동,세종특별자치시 다정동 85-2,127.248864,36.498653,2,30,2018-08-06 14:41,2020-12-10 10:24
93,SJ_00093,다정동_가온906동앞,Y,세종,다정동,세종특별자치시 다정동 93,127.249656,36.498909,2,25,2018-08-06 14:43,2021-04-02 17:44
94,SJ_00094,다정동_가온904동앞 공원,Y,세종,다정동,세종특별자치시 다정동 95,127.251723,36.498332,2,30,2018-08-06 14:43,2021-08-04 12:11
95,SJ_00095,고운동_고운동(만남로),Y,세종,고운동,세종특별자치시 고운동 1816,127.236016,36.501136,1,30,2018-08-06 14:48,2020-12-10 10:24
96,SJ_00096,고운동_가락602동앞,Y,세종,고운동,세종특별자치시 고운동 2057,127.239876,36.50235,1,30,2018-08-06 14:50,2020-12-10 10:24
97,SJ_00097,고운동_가락612동건너편,Y,세종,고운동,세종특별자치시 고운동 1740,127.238061,36.502561,1,30,2018-08-06 14:51,2020-12-10 10:24
98,SJ_00098,고운동_가락704동앞,Y,세종,고운동,세종특별자치시 고운동 1724,127.237998,36.504463,1,30,2018-08-06 14:52,2020-12-10 10:24
99,SJ_00099,고운동_그랜드프라자앞,Y,세종,고운동,세종특별자치시 고운동 2057,127.233817,36.505251,1,30,2018-08-06 14:54,2020-12-10 10:24
100,SJ_00100,고운동_가락303동앞,Y,세종,고운동,세종특별자치시 고운동 1708,127.2367,36.506601,1,40,2018-08-06 14:56,2022-05-16 9:36
101,SJ_00101,고운동_고운중학교,Y,세종,고운동,세종특별자치시 고운동 1709,127.237259,36.506298,1,20,2018-08-06 14:57,2020-12-10 10:24
102,SJ_00102,고운동_고운중 버스정류장,Y,세종,고운동,세종특별자치시 고운동 1709,127.237513,36.506158,1,20,2018-08-06 14:58,2020-12-10 10:24
103,SJ_00103,고운동_가락801동앞,Y,세종,고운동,세종특별자치시 고운동 2058,127.239389,36.507022,1,50,2018-08-06 14:59,2020-12-10 10:24
104,SJ_00104,고운동_참샘빌딩건너편,Y,세종,고운동,세종특별자치시 고운동 2058,127.234265,36.506451,1,30,2018-08-06 16:03,2020-12-10 10:24
105,SJ_00105,고운동_마음로 버스정류장,Y,세종,고운동,세종특별자치시 고운동 2057,127.231786,36.507032,1,30,2018-08-06 16:06,2020-12-10 10:24
106,SJ_00106,고운동_으뜸초등학교건너편,Y,세종,고운동,세종특별자치시 고운동 1466,127.230843,36.507874,1,30,2018-08-06 16:09,2020-12-10 10:24
107,SJ_00107,고운동_가락1103동앞,Y,세종,고운동,세종특별자치시 고운동 2057,127.22993,36.510399,1,30,2018-08-06 16:15,2020-12-10 10:24
108,SJ_00108,고운동_가락1302동앞,Y,세종,고운동,세종특별자치시 고운동 1401,127.229697,36.513094,1,50,2018-08-06 16:19,2020-12-10 10:24
109,SJ_00109,고운동_가락1307동앞,Y,세종,고운동,세종특별자치시 고운동 1401,127.229857,36.51448,1,25,2018-08-06 16:25,2021-09-09 14:31
110,SJ_00110,고운동_가락1004동앞,Y,세종,고운동,세종특별자치시 고운동 1400,127.229409,36.514352,1,20,2018-08-06 16:27,2020-12-10 10:24
111,SJ_00111,고운동_고운고등학교 건너편,Y,세종,고운동,세종특별자치시 고운동 2058,127.234014,36.510417,1,30,2018-08-06 16:29,2020-12-10 10:24
112,SJ_00112,고운동_고운고등학교앞 로터리,Y,세종,고운동,세종특별자치시 고운동 1412,127.233675,36.510748,1,20,2018-08-06 16:32,2021-12-27 19:25
113,SJ_00113,고운동_고운동성당 건너편,Y,세종,고운동,세종특별자치시 고운동 1403,127.233017,36.513226,1,30,2018-08-06 16:33,2022-03-28 16:26
114,SJ_00114,고운동_고운동(마음안로)2,Y,세종,고운동,세종특별자치시 고운동 1355,127.23313,36.515171,1,30,2018-08-06 16:38,2020-12-10 10:24
115,SJ_00115,고운동_가락611동 건너편,Y,세종,고운동,세종특별자치시 고운동 1733,127.237042,36.502942,1,25,2018-08-06 16:40,2021-05-14 7:47
116,SJ_00116,고운동_고운동(마음로),Y,세종,고운동,세종특별자치시 고운동 2057,127.230874,36.516825,1,30,2018-08-06 16:41,2020-12-10 10:24
117,SJ_00117,고운동_ 침례교회앞,Y,세종,고운동,세종특별자치시 고운동 2057,127.231787,36.517593,1,30,2018-08-06 16:42,2020-12-15 14:05
118,SJ_00118,고운동_고운빌딩앞,Y,세종,고운동,세종특별자치시 고운동 1152,127.232672,36.518381,1,30,2018-08-06 16:44,2020-12-10 10:24
119,SJ_00119,고운동_고운빌딩 건너편,Y,세종,고운동,세종특별자치시 고운동 2057,127.232677,36.518663,1,30,2018-08-06 16:46,2020-12-10 10:24
120,SJ_00120,고운동_한빛교회 건너편,Y,세종,고운동,세종특별자치시 고운동 2058,127.234859,36.516338,1,30,2018-08-06 16:48,2020-12-10 10:24
121,SJ_00121,고운동_복합커뮤니티센터,Y,세종,고운동,세종특별자치시 고운동 1382,127.23724,36.520021,1,30,2018-08-06 17:02,2020-12-10 10:24
122,SJ_00122,고운동_가락1809동앞,Y,세종,고운동,세종특별자치시 고운동 2057,127.237027,36.520219,1,30,2018-08-06 17:11,2020-12-10 10:24
123,SJ_00123,한솔동_첫마을402동 건너편,Y,세종,한솔동,세종특별자치시 한솔동 963,127.251731,36.479975,2,30,2019-07-04 14:47,2020-12-10 10:24
124,SJ_00124,고운동_가락1506동앞,Y,세종,고운동,세종특별자치시 고운동 1393,127.237564,36.517281,1,25,2018-08-06 17:17,2021-11-23 18:09
125,SJ_00125,고운동_두루중학교,Y,세종,고운동,세종특별자치시 고운동 1385,127.239164,36.518155,1,30,2018-08-06 17:18,2020-12-10 10:24
126,SJ_00126,고운동_가락2105동앞,Y,세종,고운동,세종특별자치시 고운동 1390,127.241418,36.517565,1,25,2018-08-06 17:20,2021-10-26 15:54
127,SJ_00127,고운동_가락마을2003동 앞,N,세종,고운동,세종특별자치시 고운동 1396,127.241019,36.517241,1,30,2018-08-06 17:21,2021-12-27 17:33
128,SJ_00128,고운동_가락1606동앞,Y,세종,고운동,세종특별자치시 고운동 1395,127.239155,36.516902,1,30,2018-08-06 17:22,2020-12-10 10:24
129,SJ_00129,고운동_가락1604동앞,Y,세종,고운동,세종특별자치시 고운동 1395,127.239129,36.51541,1,35,2018-08-06 17:22,2020-12-10 10:24
130,SJ_00130,고운동_가락810동건너편,Y,세종,고운동,세종특별자치시 고운동 2058,127.239969,36.508943,1,30,2018-08-06 17:23,2020-12-10 10:24
131,SJ_00131,고운동_가락810동앞,Y,세종,고운동,세종특별자치시 고운동 1706,127.240092,36.508769,1,30,2018-08-06 17:24,2020-12-10 10:24
132,SJ_00132,고운동_한옥마을건너편1,Y,세종,고운동,세종특별자치시 고운동,127.239786,36.510795,1,30,2018-08-06 17:26,2020-12-10 10:24
133,SJ_00133,고운동_한옥마을건너편2,Y,세종,고운동,세종특별자치시 고운동,127.239665,36.510333,1,30,2018-08-06 17:27,2020-12-10 10:24
134,SJ_00134,고운동_한옥마을앞,Y,세종,고운동,세종특별자치시 고운동,127.2394,36.510443,1,30,2018-08-06 17:27,2020-12-10 10:24
135,SJ_00135,종촌동_가재102동앞,Y,세종,종촌동,세종특별자치시 종촌동 686,127.243793,36.501713,1,30,2018-08-06 20:39,2022-01-20 14:04
136,SJ_00136,종촌동_가재303동앞,Y,세종,종촌동,세종특별자치시 종촌동 679,127.241406,36.503886,1,30,2018-08-06 20:40,2020-12-10 10:24
137,SJ_00137,종촌동_가재310동앞,Y,세종,종촌동,세종특별자치시 종촌동 679,127.243896,36.505023,1,25,2018-08-06 20:41,2022-03-16 21:03
138,SJ_00138,종촌동_가재403동앞,Y,세종,종촌동,세종특별자치시 종촌동 640,127.244961,36.505519,1,35,2018-08-06 20:42,2020-12-10 10:24
139,SJ_00139,종촌동_가재502동앞,Y,세종,종촌동,세종특별자치시 종촌동 710,127.246239,36.499491,1,30,2018-08-06 20:43,2020-12-10 10:24
140,SJ_00140,다정동_가온605동앞 공원,Y,세종,다정동,세종특별자치시 다정동 57-1,127.247137,36.499098,2,30,2018-08-06 20:44,2021-04-28 17:46
141,SJ_00141,종촌동_종촌중학교,Y,세종,종촌동,세종특별자치시 종촌동 675,127.246085,36.50206,1,35,2018-08-06 20:46,2020-12-10 10:24
142,SJ_00142,종촌동_CGV앞,Y,세종,종촌동,세종특별자치시 종촌동 674,127.247207,36.502186,1,30,2018-08-06 20:52,2020-12-10 10:24
143,SJ_00143,종촌동_가재523동앞,Y,세종,종촌동,세종특별자치시 종촌동 690,127.248263,36.50198,1,30,2018-08-06 20:52,2021-08-02 16:05
144,SJ_00144,종촌동_소망교회앞,Y,세종,종촌동,세종특별자치시 종촌동 671,127.24873,36.502239,1,30,2018-08-06 20:53,2021-12-27 14:51
145,SJ_00145,종촌동_가재801동앞,Y,세종,종촌동,세종특별자치시 종촌동 692,127.250042,36.500706,1,25,2018-08-06 20:54,2021-10-08 16:41
146,SJ_00146,종촌동_공영주차장앞,Y,세종,종촌동,세종특별자치시 종촌동 665,127.249992,36.503494,1,15,2018-08-06 20:55,2022-01-20 12:58
147,SJ_00147,종촌동_가재1103동건너편1,Y,세종,종촌동,세종특별자치시 종촌동 659,127.24989,36.504114,1,25,2018-08-06 20:56,2020-12-10 10:24
148,SJ_00148,종촌동_가재1103동건너편2,Y,세종,종촌동,세종특별자치시 종촌동 659,127.249841,36.504353,1,30,2018-08-06 20:57,2020-12-10 10:24
149,SJ_00149,종촌동_가재704동앞,Y,세종,종촌동,세종특별자치시 종촌동 701,127.24962,36.506615,1,40,2018-08-06 20:58,2020-12-10 10:24
150,SJ_00150,종촌동_가재911동앞,Y,세종,종촌동,세종특별자치시 종촌동 697,127.251003,36.501881,1,40,2018-08-06 20:58,2020-12-10 10:24
151,SJ_00151,종촌동_가재1008동앞,Y,세종,종촌동,세종특별자치시 종촌동 656-1,127.252239,36.501901,1,30,2018-08-06 20:59,2020-12-10 10:24
152,SJ_00152,종촌동_가재1009동건너편,Y,세종,종촌동,세종특별자치시 종촌동 697,127.252735,36.501528,1,30,2018-08-06 21:00,2020-12-10 10:24
153,SJ_00153,종촌동_가재1102동앞,Y,세종,종촌동,세종특별자치시 종촌동 654,127.250999,36.504626,1,30,2018-08-06 21:01,2020-12-10 10:24
154,SJ_00154,종촌동_가재1202동앞,Y,세종,종촌동,세종특별자치시 종촌동 701,127.250973,36.504884,1,30,2018-08-06 21:02,2020-12-10 10:24
155,SJ_00155,아름동_범지기101동앞,Y,세종,아름동,세종특별자치시 아름동 1477,127.241923,36.508983,1,10,2018-08-06 21:05,2020-12-21 9:47
156,SJ_00156,아름동_범지기401동건너편,Y,세종,아름동,세종특별자치시 아름동 1376,127.25001,36.509118,1,30,2018-08-06 21:06,2020-12-10 10:24
157,SJ_00157,아름동_범지기601동앞,Y,세종,아름동,세종특별자치시 아름동 1357,127.249758,36.510313,1,40,2018-08-06 21:07,2021-04-09 16:40
