대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
158,SJ_00158,아름동_다올비즈니스센터앞,Y,세종,아름동,세종특별자치시 아름동 1475,127.242248,36.511875,1,35,2018-08-06 21:09,2021-09-08 15:42
159,SJ_00159,아름동_아카데미타워앞,Y,세종,아름동,세종특별자치시 아름동 1318,127.243538,36.512167,1,20,2018-08-06 21:10,2022-02-04 19:02
160,SJ_00160,아름동_싱싱장터2호점앞,Y,세종,아름동,세종특별자치시 아름동 1352,127.247866,36.511608,1,20,2018-08-06 21:11,2020-12-10 10:24
161,SJ_00161,아름동_복합커뮤니티센터,Y,세종,아름동,세종특별자치시 아름동 1286,127.247855,36.511842,1,33,2018-08-06 21:12,2022-05-08 11:07
162,SJ_00162,아름동_해피라움4앞,Y,세종,아름동,세종특별자치시 아름동 1362,127.249595,36.511492,1,30,2018-08-06 21:13,2020-12-10 10:24
163,SJ_00163,아름동_해피라움3앞,Y,세종,아름동,세종특별자치시 아름동 1360,127.248956,36.511523,1,30,2018-08-06 21:14,2020-12-10 10:24
164,SJ_00164,아름동_해피라움1앞,Y,세종,아름동,세종특별자치시 아름동 1458,127.24898,36.511775,1,30,2018-08-06 21:15,2020-12-10 10:24
165,SJ_00165,아름동_해피라움2앞,Y,세종,아름동,세종특별자치시 아름동 1458,127.249558,36.511749,1,30,2018-08-06 21:15,2020-12-10 10:24
166,SJ_00166,아름동_범지기1101동앞,Y,세종,아름동,세종특별자치시   아름동 929,127.252444,36.5114,1,35,2018-08-06 21:16,2020-12-22 15:24
167,SJ_00167,아름동_아름고앞,Y,세종,아름동,세종특별자치시 아름동 1322,127.24582,36.51333,1,30,2018-08-06 21:18,2020-12-10 10:24
168,SJ_00168,아름동_아름중학교앞,Y,세종,아름동,세종특별자치시 아름동 1321,127.245669,36.514281,1,30,2018-08-06 21:19,2020-12-10 10:24
169,SJ_00169,아름동_한국해양교통안전공단,Y,세종,아름동,세종특별자치시 아름동 1305,127.242543,36.514818,1,20,2018-08-06 21:19,2020-12-10 10:24
170,SJ_00170,아름동_범지기1202동앞,Y,세종,아름동,세종특별자치시 아름동 1276,127.250458,36.512605,1,25,2018-08-06 21:21,2022-01-19 19:16
171,SJ_00171,아름동_아름초등학교앞,Y,세종,아름동,세종특별자치시 아름동 1275,127.250768,36.514231,1,30,2018-08-06 21:22,2020-12-10 10:24
172,SJ_00172,아름동_범지기808동앞,Y,세종,아름동,세종특별자치시 아름동 1279,127.250449,36.514286,1,30,2018-08-06 21:23,2020-12-10 10:24
173,SJ_00173,아름동_범지기303동앞,Y,세종,아름동,세종특별자치시 아름동 1297,127.245395,36.516106,1,30,2018-08-06 21:23,2020-12-10 10:24
174,SJ_00174,아름동_범지기1009동앞,Y,세종,아름동,세종특별자치시 아름동 1458,127.251053,36.515796,1,20,2018-08-06 21:24,2021-07-22 14:50
175,SJ_00175,아름동_범지기1012동 건너편,Y,세종,아름동,세종특별자치시 아름동 1242,127.251742,36.516766,1,30,2018-08-06 21:25,2020-12-10 10:24
176,SJ_00176,아름동_범지기1020동 건너편,Y,세종,아름동,세종특별자치시 아름동 1169,127.253096,36.51964,1,30,2018-08-06 21:26,2020-12-10 10:24
177,SJ_00177,아름동_범지기1023동건너편,Y,세종,아름동,세종특별자치시 아름동 1092,127.249809,36.519458,1,30,2018-08-06 21:26,2020-12-10 10:24
178,SJ_00178,도담동_세종충남대병원앞,Y,세종,도담동,세종특별자치시 도담동 910,127.256407,36.518883,1,30,2018-08-07 8:07,2020-12-10 10:24
179,SJ_00179,도담동_도램2002동건너편,Y,세종,도담동,세종특별자치시 도담동 581,127.262583,36.518269,1,30,2018-08-07 8:08,2020-12-10 10:24
180,SJ_00180,도담동_물댄동산감리교회,Y,세종,도담동,세종특별자치시 도담동 628,127.256521,36.516357,1,30,2018-08-07 8:08,2020-12-10 10:24
181,SJ_00181,도담동_해피라움7상가쪽건너편,Y,세종,도담동,세종특별자치시 도담동 679,127.257867,36.516062,1,30,2018-08-07 8:09,2020-12-10 10:24
182,SJ_00182,도담동_해피라움7,Y,세종,도담동,세종특별자치시 도담동 920,127.258136,36.515974,1,30,2018-08-07 8:10,2020-12-10 10:24
183,SJ_00183,도담동_도램1301동앞,Y,세종,도담동,세종특별자치시 도담동 922,127.261888,36.516176,1,20,2018-08-07 8:11,2020-12-10 10:24
184,SJ_00184,도담동_복합커뮤니티센터,Y,세종,도담동,세종특별자치시 도담동 645,127.26221,36.515906,1,30,2018-08-07 8:12,2020-12-10 10:24
185,SJ_00185,도담동_도담중학교,Y,세종,도담동,세종특별자치시 도담동 922,127.262992,36.515996,1,40,2018-08-07 8:12,2020-12-10 10:24
187,SJ_00187,도담동_라온프라이빗 우측,Y,세종,도담동,세종특별자치시 도담동 660,127.25874,36.514673,1,30,2018-08-07 8:14,2020-12-20 11:58
188,SJ_00188,도담동_한신휴시티중앙,Y,세종,도담동,세종특별자치시 도담동 661,127.258799,36.514439,1,30,2018-08-07 8:15,2020-12-20 11:59
189,SJ_00189,도담동_한신휴시티좌측,Y,세종,도담동,세종특별자치시 도담동 662,127.258868,36.513965,1,30,2018-08-07 8:16,2020-12-20 12:00
190,SJ_00190,도담동_싱싱장터앞BRT,Y,세종,도담동,세종특별자치시 도담동 647,127.259256,36.514773,1,15,2018-08-07 8:17,2020-12-10 10:24
191,SJ_00191,도담동_도램1105동앞BRT,Y,세종,도담동,세종특별자치시 도담동 402,127.259334,36.51421,1,15,2018-08-07 8:18,2020-12-10 10:24
192,SJ_00192,도담동_도램1603동앞,Y,세종,도담동,세종특별자치시 도담동 641,127.265962,36.514743,1,30,2018-08-07 8:19,2022-07-22 13:08
193,SJ_00193,도담동_도담고등학교,Y,세종,도담동,세종특별자치시 도담동 642,127.264529,36.513549,1,15,2018-08-07 8:19,2021-09-20 13:26
194,SJ_00194,도담동_도램1008동앞,Y,세종,도담동,세종특별자치시 도담동 853,127.260707,36.512611,1,30,2018-08-07 8:20,2020-12-10 10:24
195,SJ_00195,도담동_도램204동앞,Y,세종,도담동,세종특별자치시 도담동 917,127.255733,36.512183,1,30,2018-08-07 8:21,2020-12-10 10:24
197,SJ_00197,도담동_도램1507동건너편,Y,세종,연기면,세종특별자치시 연기면 세종리 산22-6,127.266847,36.512181,1,23,2018-08-07 8:22,2021-08-08 15:52
198,SJ_00198,도담동_도램1401동앞,Y,세종,도담동,세종특별자치시 도담동 858,127.264788,36.511118,1,40,2018-08-07 8:23,2020-12-10 10:24
199,SJ_00199,도담동_도램901동앞,Y,세종,도담동,세종특별자치시 도담동 855,127.261882,36.510627,1,30,2018-08-07 8:24,2020-12-10 10:24
200,SJ_00200,도담동_도램110동앞,Y,세종,도담동,세종특별자치시 도담동 845,127.257618,36.508385,1,30,2018-08-07 8:27,2020-12-10 10:24
201,SJ_00201,도담동_도램908동앞,Y,세종,도담동,세종특별자치시 도담동 855,127.26414,36.510086,1,30,2018-08-07 8:28,2020-12-10 10:24
202,SJ_00202,도담동_도램1411동앞,Y,세종,도담동,세종특별자치시 도담동 858,127.266978,36.510682,1,30,2018-08-07 8:29,2020-12-10 10:24
203,SJ_00203,도담동_양지고등학교,Y,세종,도담동,세종특별자치시 도담동 903,127.267945,36.508601,1,30,2018-08-07 8:30,2020-12-10 10:24
205,SJ_00205,어진동_세종중앙타운,Y,세종,어진동,세종특별자치시 어진동 710,127.261898,36.508407,1,25,2018-08-07 8:32,2020-12-10 10:24
206,SJ_00206,어진동_스타벅스,Y,세종,어진동,세종특별자치시 어진동 605,127.270002,36.504864,1,25,2018-08-07 8:35,2020-12-11 12:04
207,SJ_00207,어진동_국무조정실건너편,Y,세종,어진동,세종특별자치시 어진동 734,127.271983,36.502563,1,30,2018-08-07 8:35,2020-12-10 10:24
208,SJ_00208,어진동_정부청사관리본부,Y,세종,어진동,세종특별자치시 어진동 556,127.267186,36.504732,1,50,2018-08-07 8:36,2020-12-10 10:24
209,SJ_00209,어진동_국토교통부정문,Y,세종,어진동,세종특별자치시 어진동 717,127.26201,36.504531,1,50,2018-08-07 8:37,2020-12-10 10:24
210,SJ_00210,어진동_복합커뮤니티센터,Y,세종,어진동,세종특별자치시 어진동 518,127.256785,36.501591,1,30,2018-08-07 8:38,2020-07-21 18:44
211,SJ_00211,어진동_고용노동부BRT,Y,세종,어진동,세종특별자치시 어진동 581,127.260127,36.501459,1,30,2018-08-07 8:39,2020-12-10 10:24
212,SJ_00212,어진동_호수공원수변공원,Y,세종,어진동,세종특별자치시 어진동 638,127.269599,36.499517,1,40,2018-08-07 8:39,2020-12-10 10:24
213,SJ_00213,어진동_문화체육관광부,Y,세종,어진동,세종특별자치시 어진동 650,127.264431,36.498105,1,50,2018-08-07 8:40,2020-12-10 10:24
214,SJ_00214,연기면_호수공원매화공연장,Y,세종,연기면,세종특별자치시 연기면 세종리 1201,127.269458,36.497987,1,30,2018-08-07 8:41,2022-08-26 15:42
215,SJ_00215,어진동_LH세종특별본부,Y,세종,어진동,세종특별자치시 어진동 658,127.2662,36.495258,1,30,2018-08-07 8:42,2022-02-17 14:14
216,SJ_00216,연기면_행복도시세종홍보관,Y,세종,연기면,세종특별자치시 연기면 세종리 551-6,127.270092,36.489489,1,30,2018-08-07 8:43,2020-12-10 10:24
217,SJ_00217,다정동_가온124동앞,Y,세종,다정동,세종특별자치시 다정동 363-433,127.244876,36.489645,2,35,2018-08-07 14:55,2020-12-10 10:24
218,SJ_00218,다정동_가온104동앞,Y,세종,다정동,세종특별자치시 다정동 38-28,127.246134,36.491607,2,50,2018-08-07 14:55,2020-12-10 10:24
219,SJ_00219,다정동_가온117동앞,Y,세종,다정동,세종특별자치시 다정동 22-8,127.243938,36.493015,2,30,2018-08-07 14:56,2020-12-10 10:24
220,SJ_00220,다정동_가온511동앞,Y,세종,다정동,세종특별자치시 다정동 323-7,127.244934,36.494836,2,30,2018-08-10 14:25,2020-12-10 10:24
221,SJ_00221,보람동_호려울1006동앞,Y,세종,보람동,세종특별자치시 보람동 616-3,127.294162,36.483599,3,30,2018-08-10 16:10,2020-12-10 10:24
222,SJ_00222,보람동_호려울1004동앞,Y,세종,보람동,세종특별자치시 보람동 650-1,127.293302,36.482616,3,30,2018-08-10 16:13,2020-12-10 10:24
223,SJ_00223,보람동_세종시청뒤편,Y,세종,보람동,세종특별자치시 보람동 718,127.28775,36.479902,3,30,2018-08-10 16:21,2022-06-10 12:31
224,SJ_00224,대평동_BRT,Y,세종,대평동,세종특별자치시 대평동 65-12,127.275964,36.472159,3,20,2018-08-10 16:36,2020-12-10 10:24
225,SJ_00225,대평동_시외버스터미널BRT,Y,세종,대평동,세종특별자치시 대평동 643,127.273169,36.47094,3,30,2018-08-10 17:08,2020-12-10 10:24
226,SJ_00226,보람동_호려울101동앞,Y,세종,보람동,세종특별자치시 보람동 664-102,127.285866,36.475092,3,30,2018-08-11 9:25,2020-12-10 10:24
227,SJ_00227,보람동_호려울401동앞,Y,세종,보람동,세종특별자치시 보람동 796,127.289331,36.476651,3,35,2018-08-11 9:27,2022-04-25 9:17
228,SJ_00228,보람동_호려울501동앞,Y,세종,보람동,세종특별자치시 보람동 629-6,127.29061,36.477142,3,15,2018-08-11 9:29,2021-06-22 17:58
229,SJ_00229,보람동_호려울604동앞,Y,세종,보람동,세종특별자치시 보람동 795,127.294955,36.478563,3,15,2018-08-11 9:35,2021-07-07 8:56
230,SJ_00230,보람동_호려울902동앞,Y,세종,보람동,세종특별자치시 보람동 634-8,127.295566,36.479504,3,30,2018-08-11 9:37,2022-08-15 9:51
232,SJ_00232,소담동_새샘203동앞,Y,세종,소담동,세종특별자치시 소담동 32-103,127.299023,36.480826,3,50,2018-08-11 9:47,2020-12-10 10:24
233,SJ_00233,소담동_지엘플렉스1(입구)2,Y,세종,소담동,세종특별자치시 소담동 582,127.301747,36.485021,3,25,2018-08-11 9:49,2022-05-28 13:26
234,SJ_00234,소담동_새샘907동앞,Y,세종,소담동,세종특별자치시 소담동 286-7,127.299684,36.488752,3,30,2018-08-11 9:51,2020-12-10 10:24
235,SJ_00235,다정동_가온302동앞,Y,세종,다정동,세종특별자치시 다정동 산29,127.2417,36.496172,2,30,2018-08-11 9:59,2020-12-10 10:24
236,SJ_00236,다정동_가온325동옆 로터리,Y,세종,다정동,세종특별자치시 다정동 307,127.244723,36.496255,2,30,2018-08-11 10:02,2021-12-27 18:49
237,SJ_00237,다정동_가온610동옆,Y,세종,다정동,세종특별자치시 다정동 산 26,127.244926,36.497532,2,35,2018-08-11 10:04,2020-12-10 10:24
238,SJ_00238,다정동_가온201동앞,Y,세종,다정동,세종특별자치시 다정동 산28,127.243222,36.496011,2,30,2018-08-11 10:05,2020-12-10 10:24
239,SJ_00239,다정동_가온510동앞 공원,Y,세종,다정동,세종특별자치시 다정동 38,127.246459,36.494778,2,30,2018-08-11 10:07,2021-08-04 12:10
240,SJ_00240,다정동_가온616동앞,Y,세종,다정동,세종특별자치시 다정동 4-3,127.248791,36.496976,2,15,2018-08-11 10:08,2020-12-10 10:24
241,SJ_00241,다정동_가온801동앞,Y,세종,다정동,세종특별자치시 다정동 17,127.250118,36.495699,2,35,2018-08-11 10:09,2020-12-10 10:24
242,SJ_00242,다정동_가온1201동앞,Y,세종,다정동,세종특별자치시 다정동 363-77,127.255052,36.49264,2,25,2018-08-11 10:12,2020-12-10 10:24
243,SJ_00243,다정동_가온1001동앞,Y,세종,다정동,세종특별자치시 다정동 363-72,127.254081,36.492507,2,20,2018-08-11 10:14,2021-10-12 8:24
244,SJ_00244,나성동_포레뷰앞BRT,Y,세종,나성동,세종특별자치시 나성동 736,127.256191,36.490722,2,30,2018-08-11 10:21,2020-12-10 10:24
245,SJ_00245,다정동_다정센타프라자앞,Y,세종,다정동,세종특별자치시 다정동 981,127.248722,36.495532,2,35,2018-08-11 10:23,2022-07-08 11:15
246,SJ_00246,다정동_리치타워앞,Y,세종,다정동,세종특별자치시 다정동 363-183,127.249401,36.493768,2,30,2018-08-11 10:26,2020-12-10 10:24
247,SJ_00247,보람동_호려울805동앞,Y,세종,보람동,세종특별자치시 보람동 633-10,127.295283,36.478607,3,30,2018-08-11 10:47,2020-12-10 10:24
248,SJ_00248,한솔동_첫마을6단지 상가옆,Y,세종,한솔동,세종특별자치시 한솔동 1237,127.254865,36.474746,2,30,2018-08-11 11:02,2020-12-10 10:24
249,SJ_00249,한솔동_첫마을6단지 정류장,Y,세종,한솔동,세종특별자치시 한솔동 1229,127.253187,36.475209,2,45,2018-08-11 11:09,2022-06-10 9:24
250,SJ_00250,소담동_새샘215동앞BRT,Y,세종,소담동,세종특별자치시 소담동 333-32,127.297462,36.482212,3,30,2018-08-11 11:40,2020-12-10 10:24
251,SJ_00251,소담동_새샘216동앞BRT,Y,세종,소담동,세종특별자치시 소담동 32-123,127.298353,36.482894,3,30,2018-08-11 11:46,2020-12-10 10:24
252,SJ_00252,소담동_새샘309동앞BRT,Y,세종,소담동,세종특별자치시 소담동 333-18,127.297137,36.482649,3,30,2018-08-11 11:56,2020-12-10 10:24
253,SJ_00253,나성동_LH분양홍보관건너편2,Y,세종,나성동,세종특별자치시 나성동 59-4,127.269095,36.481223,1,30,2018-08-11 12:17,2020-12-10 10:24
254,SJ_00254,나성동_LH분양홍보관건너편1,Y,세종,나성동,세종특별자치시 나성동 182-5,127.26861,36.482087,1,30,2018-08-11 12:18,2020-12-10 10:24
255,SJ_00255,나성동_LH분양홍보관,Y,세종,나성동,세종특별자치시 나성동 97-2,127.268625,36.48151,2,30,2018-08-11 12:19,2020-12-10 10:24
256,SJ_00256,나성동_국립박물관앞,Y,세종,나성동,세종특별자치시 나성동 246-1,127.266194,36.485519,1,30,2018-08-11 12:20,2020-12-10 10:24
257,SJ_00257,나성동_나릿재202동건너편,Y,세종,나성동,세종특별자치시 나성동 696-4,127.265278,36.486225,1,35,2018-08-11 12:21,2021-05-20 19:44
258,SJ_00258,나성동_나릿재202동앞,Y,세종,나성동,세종특별자치시 나성동 684-11,127.265018,36.487162,1,15,2018-08-11 12:21,2021-06-10 16:58
261,SJ_00261,어진동_지방자치회관건너편,Y,세종,어진동,세종특별자치시 어진동 671,127.262704,36.495181,1,40,2018-08-11 12:24,2022-03-15 13:19
262,SJ_00262,소담동_새샘803동앞BRT1,Y,세종,소담동,세종특별자치시 소담동 332-4,127.301409,36.487204,3,30,2018-08-11 12:27,2022-02-10 7:51
263,SJ_00263,소담동_새샘803동건너편BRT2,Y,세종,소담동,세종특별자치시 소담동 332-4,127.302012,36.487034,3,30,2018-08-11 12:32,2021-08-11 12:46
264,SJ_00264,소담동_새샘803동건너편BRT3,Y,세종,소담동,세종특별자치시 소담동 119,127.302129,36.487293,3,30,2018-08-11 12:33,2021-08-11 12:46
265,SJ_00265,반곡동_국토연구원앞,Y,세종,반곡동,세종특별자치시 반곡동 771-124,127.30001,36.491935,3,30,2018-08-11 12:38,2020-12-10 10:24
266,SJ_00266,반곡동_국책연구단지뒤1,Y,세종,반곡동,세종특별자치시 반곡동 산56,127.304452,36.492532,3,30,2018-08-11 12:45,2020-12-10 10:24
267,SJ_00267,반곡동_국책연구단지뒤2,Y,세종,반곡동,세종특별자치시 반곡동 771-84,127.30418,36.492171,3,30,2018-08-11 12:47,2021-06-09 17:01
268,SJ_00268,소담동_국책연구단지남측1,Y,세종,소담동,세종특별자치시 소담동,127.304154,36.491211,3,30,2018-08-11 12:56,2020-12-10 10:24
269,SJ_00269,반곡동_국책연구단지남측2,Y,세종,반곡동,세종특별자치시 반곡동 771-62,127.303937,36.490897,3,30,2018-08-11 12:58,2020-12-10 10:24
270,SJ_00270,나성동_한국정책방송원건너편,Y,세종,나성동,세종특별자치시 나성동 787,127.262,36.483099,2,30,2018-08-11 13:27,2020-12-10 10:24
271,SJ_00271,나성동_한국정책방송원동문건너편,Y,세종,나성동,세종특별자치시 나성동 465,127.26228,36.484577,2,30,2018-08-11 13:30,2020-12-10 10:24
272,SJ_00272,나성동_메가타워1건너편,Y,세종,나성동,세종특별자치시 나성동 804,127.258088,36.489306,2,25,2018-08-11 13:35,2021-10-23 16:46
273,SJ_00273,나성동_현대자동차 앞,Y,세종,나성동,세종특별자치시 나성동 761,127.256961,36.490977,2,30,2018-08-11 13:38,2020-07-13 13:58
274,SJ_00274,나성동_J빌딩건너편,Y,세종,나성동,세종특별자치시 나성동 801,127.258282,36.491393,2,35,2018-08-11 13:43,2022-05-22 9:40
275,SJ_00275,어진동_세종파이낸스3차앞,Y,세종,어진동,세종특별자치시 어진동 666,127.259943,36.497628,1,30,2018-08-11 13:48,2020-12-10 10:24
276,SJ_00276,어진동_세종파이낸스3차 건너편,Y,세종,어진동,세종특별자치시 어진동 747,127.260151,36.497901,1,30,2018-08-11 13:48,2020-12-10 10:24
277,SJ_00277,어진동_엘큐브리빙앞,Y,세종,어진동,세종특별자치시 어진동 669,127.262751,36.496759,1,35,2018-08-11 13:54,2020-12-10 10:24
278,SJ_00278,어진동_푸르지오시티앞,Y,세종,어진동,세종특별자치시 어진동 748,127.263471,36.495997,1,40,2018-08-11 13:58,2020-12-10 10:24
279,SJ_00279,어진동_세종세무서 건너편,Y,세종,어진동,세종특별자치시 어진동 747,127.265634,36.496111,1,20,2018-08-11 14:23,2021-10-20 9:12
280,SJ_00280,보람동_세종시청 동편,Y,세종,보람동,세종특별자치시 보람동 718,127.289957,36.480167,3,40,2019-10-18 15:35,2021-07-07 9:52
281,SJ_00281,어진동_문화체육관광부,Y,세종,어진동,세종특별자치시 어진동 650,127.265345,36.498407,1,40,2018-08-11 14:35,2020-12-10 10:24
282,SJ_00282,어진동_교육부,Y,세종,어진동,세종특별자치시 어진동 579,127.264713,36.499512,1,35,2018-08-11 14:45,2020-12-10 10:24
283,SJ_00283,어진동_보건복지부,Y,세종,어진동,세종특별자치시 어진동 721,127.262309,36.50198,1,40,2018-08-11 14:51,2020-12-10 10:24
286,SJ_00286,어진동_제3주차장옆건너편,Y,세종,어진동,세종특별자치시 어진동 629,127.265997,36.501462,1,30,2018-08-11 15:02,2020-12-10 10:24
287,SJ_00287,어진동_국토교통부,Y,세종,어진동,세종특별자치시 어진동 560,127.263429,36.506202,1,40,2018-08-11 15:09,2020-12-10 10:24
288,SJ_00288,어진동_공정거래위원회,Y,세종,어진동,세종특별자치시 어진동 713,127.267443,36.504548,1,31,2018-08-11 15:13,2021-06-17 19:12
289,SJ_00289,어진동_세종대성고등학교,Y,세종,어진동,세종특별자치시 어진동 680,127.255838,36.497316,1,35,2018-08-11 15:38,2022-05-05 10:36
290,SJ_00290,어진동_홈플러스건너편,Y,세종,도담동,세종특별자치시 도담동 843,127.258432,36.508184,1,30,2018-08-11 15:46,2021-06-30 17:43
291,SJ_00291,도담동_늘봄초등학교,Y,세종,도담동,세종특별자치시 도담동 688,127.255454,36.513898,1,40,2018-08-11 15:54,2020-12-10 10:24
292,SJ_00292,도담동_도램2004동건너편,Y,세종,연기면,세종특별자치시 연기면 세종리 산407,127.264262,36.519649,1,30,2018-08-11 16:36,2020-12-10 17:46
293,SJ_00293,연기면_원수산MTB공원,Y,세종,연기면,세종특별자치시 연기면 세종리 659-30,127.267301,36.522272,1,30,2018-08-11 16:41,2020-12-10 10:24
294,SJ_00294,도담동_도램1901동앞,Y,세종,도담동,세종특별자치시 도담동 638,127.266065,36.515344,1,30,2018-08-11 16:59,2020-12-10 10:24
295,SJ_00295,어진동_한뜰302동앞,Y,세종,어진동,세종특별자치시 어진동 710,127.273492,36.505807,1,35,2018-08-11 17:25,2020-12-10 10:24
296,SJ_00296,어진동_세종소방서옆,Y,세종,어진동,세종특별자치시 어진동 710,127.27429,36.505758,1,30,2018-08-11 17:27,2020-12-10 10:24
297,SJ_00297,반곡동_국책연구단지,Y,세종,반곡동,세종특별자치시 반곡동 735,127.304042,36.496106,3,35,2018-08-11 17:35,2020-12-10 10:24
298,SJ_00298,새롬동_새뜸101동옆,Y,세종,새롬동,세종특별자치시 새롬동 산83,127.250021,36.482426,2,30,2018-08-12 10:55,2020-12-10 10:24
299,SJ_00299,나성동_스타벅스행복타워BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.262081,36.480312,2,30,2018-08-12 10:57,2020-12-10 10:24
300,SJ_00300,나성동_스타벅스행복타워건너편BRT,Y,세종,나성동,세종특별자치시 나성동 538-10,127.262678,36.480336,2,30,2018-08-12 10:58,2020-12-10 10:24
301,SJ_00301,나성동_한솔동환승주차장A BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.261558,36.481014,2,30,2018-08-12 11:04,2020-12-10 10:24
302,SJ_00302,나성동_한솔동환승주차장B BRT,Y,세종,나성동,세종특별자치시 나성동 778,127.26186,36.481461,2,30,2018-08-12 11:05,2020-12-10 10:24
303,SJ_00303,새롬동_새뜸901동 건너편,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.255669,36.485127,2,40,2018-08-12 11:10,2020-12-10 10:24
304,SJ_00304,나성동_에스제이타워앞BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.257635,36.486579,2,30,2018-08-12 11:13,2020-12-10 10:24
305,SJ_00305,새롬동_새뜸901동옆,Y,세종,새롬동,세종특별자치시 새롬동 341-82,127.255562,36.484743,2,40,2018-08-12 11:13,2020-12-10 10:24
306,SJ_00306,새롬동_새뜸803동사이,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.254928,36.484807,2,30,2018-08-12 11:16,2020-12-10 10:24
307,SJ_00307,새롬동_새뜸803동 건너편,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.25497,36.484967,2,30,2018-08-12 11:18,2020-12-10 10:24
308,SJ_00308,나성동_에스빌딩공원,Y,세종,나성동,세종특별자치시 나성동 744,127.256992,36.487081,2,30,2018-08-12 11:19,2020-12-10 10:24
309,SJ_00309,새롬동_새뜸1203동옆,Y,세종,새롬동,세종특별자치시 새롬동 74-24,127.256726,36.484572,2,30,2018-08-12 11:23,2020-12-10 10:24
310,SJ_00310,나성동_명동프라자앞BRT,Y,세종,나성동,세종특별자치시 나성동 743,127.256948,36.487992,2,30,2018-08-12 11:25,2020-12-10 10:24
311,SJ_00311,새롬동_성요한성당옆,Y,세종,새롬동,세종특별자치시 새롬동 산8,127.255243,36.486866,2,30,2018-08-12 11:47,2020-12-10 10:24
312,SJ_00312,새롬동_새뜸1401동앞,Y,세종,새롬동,세종특별자치시 새롬동 137,127.255413,36.489045,2,40,2018-08-12 11:51,2021-12-29 17:06
313,SJ_00313,나성동_새뜸1404동앞,Y,세종,나성동,세종특별자치시 나성동 735,127.255995,36.490854,2,30,2018-08-12 11:53,2020-12-10 10:24
314,SJ_00314,새롬동_새뜸1108동앞,Y,세종,새롬동,세종특별자치시 새롬동 산3,127.253609,36.488251,2,30,2018-08-12 11:55,2020-12-10 10:24
315,SJ_00315,새롬동_새뜸1108동옆,Y,세종,새롬동,세종특별자치시 새롬동 산9,127.253168,36.488107,2,30,2018-08-12 11:58,2020-12-10 10:24
316,SJ_00316,나성동_세종대성고등학교BRT1,Y,세종,나성동,세종특별자치시 나성동 726,127.256149,36.49357,2,30,2018-08-12 12:02,2022-02-21 12:29
317,SJ_00317,새롬동_새뜸1004 건너편,Y,세종,새롬동,세종특별자치시 새롬동 산18,127.252734,36.487647,2,30,2018-08-12 12:02,2020-12-10 10:24
318,SJ_00318,나성동_세종대성고등학교BRT2,Y,세종,나성동,세종특별자치시 나성동 726,127.256158,36.494057,2,30,2018-08-12 12:03,2022-02-21 12:29
319,SJ_00319,새롬동_무지개타워앞,Y,세종,새롬동,세종특별자치시 새롬동 341-73,127.251225,36.484847,2,30,2018-08-12 12:06,2020-12-10 10:24
320,SJ_00320,어진동_행정안전부 별관,Y,세종,어진동,세종특별자치시 어진동 494,127.259364,36.500987,2,40,2018-08-12 12:09,2020-12-10 10:24
321,SJ_00321,어진동_고용노동부건너편BRT,Y,세종,어진동,세종특별자치시 어진동 536,127.259677,36.501739,2,35,2018-08-12 12:11,2021-07-12 18:59
