대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
322,SJ_00322,어진동_청사시외버스정류장건너편BRT1,Y,세종,어진동,세종특별자치시 어진동 535,127.260769,36.503985,2,30,2018-08-12 12:13,2020-12-10 10:24
323,SJ_00323,어진동_청사시외버스정류장건너편BRT2,Y,세종,어진동,세종특별자치시 어진동 534,127.260933,36.504349,2,30,2018-08-12 12:15,2020-12-10 10:24
324,SJ_00324,어진동_건설청건너편BRT1,Y,세종,어진동,세종특별자치시 어진동 533,127.261263,36.505084,2,30,2018-08-12 12:17,2020-12-10 10:24
325,SJ_00325,어진동_건설청건너편BRT2,Y,세종,어진동,세종특별자치시 어진동 533,127.261377,36.50535,2,30,2018-08-12 12:19,2020-12-10 10:24
326,SJ_00326,어진동_인사혁신처앞BRT,Y,세종,어진동,세종특별자치시 어진동 532-1,127.261554,36.507543,2,30,2018-08-12 12:21,2020-12-10 10:24
327,SJ_00327,도담동_도램803동앞BRT,Y,세종,도담동,세종특별자치시 도담동 848,127.259691,36.511538,1,30,2018-08-12 12:26,2020-12-10 10:24
328,SJ_00328,새롬동_크리스마스빌딩앞,Y,세종,새롬동,세종특별자치시 새롬동 341-76,127.252138,36.484322,2,30,2018-08-12 12:30,2020-12-10 10:24
329,SJ_00329,도담동_한신휴시티우측,Y,세종,도담동,세종특별자치시 도담동 662,127.258871,36.514066,1,35,2018-08-12 12:31,2022-03-18 10:32
330,SJ_00330,도담동_도램상가앞BRT2,Y,세종,도담동,세종특별자치시 도담동 660,127.25878,36.514595,1,30,2018-08-12 12:33,2020-12-10 10:24
331,SJ_00331,새롬동_새롬고북측,Y,세종,새롬동,세종특별자치시 새롬동 산31,127.248985,36.486916,2,30,2018-08-12 12:42,2020-12-10 10:24
332,SJ_00332,다정동_가온214동,Y,세종,다정동,세종특별자치시 다정동 산33-2,127.240966,36.493701,2,30,2018-08-12 13:09,2020-12-10 10:24
333,SJ_00333,다정동_가온210동앞 공원,Y,세종,다정동,세종특별자치시 다정동 342,127.242918,36.494065,2,30,2018-08-12 13:11,2021-08-04 12:09
334,SJ_00334,다정동_별찌뜰근린공원,Y,세종,다정동,세종특별자치시 다정동 385-1,127.239875,36.499373,2,30,2018-08-12 14:01,2020-12-10 10:24
335,SJ_00335,도담동_도램1002동앞BRT,Y,세종,도담동,세종특별자치시 도담동 402,127.260075,36.511757,1,30,2018-08-12 14:09,2020-12-10 10:24
336,SJ_00336,어진동_건설청앞BRT,Y,세종,어진동,세종특별자치시 어진동 560,127.261902,36.505376,1,30,2018-08-12 14:19,2020-12-10 10:24
337,SJ_00337,다정동_가온901옆,Y,세종,다정동,세종특별자치시 다정동 14-1,127.251968,36.495781,2,30,2018-08-12 14:24,2020-12-10 10:24
338,SJ_00338,어진동_정부세종청사안내동앞BRT,Y,세종,어진동,세종특별자치시 어진동 494,127.261713,36.504864,1,30,2018-08-12 14:20,2020-12-10 10:24
339,SJ_00339,어진동_정부세종청사버스터미널BRT1,Y,세종,어진동,세종특별자치시 어진동 561-1,127.261445,36.504057,1,30,2018-08-12 14:24,2020-12-10 10:24
340,SJ_00340,어진동_정부세종청사버스터미널BRT2,Y,세종,어진동,세종특별자치시 어진동 562,127.261286,36.503896,1,30,2018-08-12 14:25,2020-12-10 10:24
341,SJ_00341,어진동_산자부앞BRT,Y,세종,어진동,세종특별자치시 어진동 494,127.259844,36.500817,1,30,2018-08-12 14:31,2020-12-10 10:24
342,SJ_00342,나성동_도시통합정보센터앞BRT1,Y,세종,나성동,세종특별자치시 나성동 726,127.256616,36.494054,1,30,2018-08-12 14:39,2020-12-10 10:24
343,SJ_00343,나성동_도시통합정보센터앞BRT2,Y,세종,나성동,세종특별자치시 나성동 726,127.256564,36.493558,1,30,2018-08-12 14:40,2020-12-10 10:24
344,SJ_00344,다정동_가온803동남측,Y,세종,다정동,세종특별자치시 다정동 17,127.249746,36.494938,2,30,2018-08-12 14:41,2020-12-10 10:24
345,SJ_00345,다정동_가온806동 새움초등학교 사이,Y,세종,다정동,세종특별자치시 다정동 363-119,127.251881,36.494407,2,15,2018-08-12 14:43,2021-12-27 18:54
346,SJ_00346,다정동_가온1210동앞 공원,Y,세종,다정동,세종특별자치시 다정동 363-139,127.252272,36.494374,2,30,2018-08-12 14:46,2020-12-10 10:24
347,SJ_00347,나성동_엘지베스트샵,Y,세종,나성동,세종특별자치시 나성동 760,127.256943,36.491374,2,30,2018-08-12 14:51,2020-12-10 10:24
348,SJ_00348,다정동_가온707동,Y,세종,다정동,세종특별자치시 다정동 363-37,127.251984,36.490853,2,30,2018-08-12 14:56,2021-08-04 9:07
349,SJ_00349,다정동_새뜸1010옆,Y,세종,다정동,세종특별자치시 다정동 363-409,127.252334,36.490511,2,30,2018-08-12 15:03,2020-12-10 10:24
350,SJ_00350,나성동_명동프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.25736,36.488186,2,30,2018-08-12 15:03,2020-12-10 10:24
351,SJ_00351,종촌동_가재1101동앞,Y,세종,종촌동,세종특별자치시 종촌동 654,127.251715,36.504355,1,45,2018-08-12 15:05,2021-05-24 9:45
352,SJ_00352,나성동_명동프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.257568,36.487754,2,30,2018-08-12 15:06,2020-12-10 10:24
353,SJ_00353,나성동_에스빌딩건너편BRT,Y,세종,나성동,세종특별자치시 나성동 377-2,127.25786,36.487143,2,30,2018-08-12 15:10,2020-12-10 10:24
354,SJ_00354,나성동_에스제이타워건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.258087,36.486723,2,30,2018-08-12 15:11,2020-12-10 10:24
355,SJ_00355,종촌동_복합커뮤니티센터,Y,세종,종촌동,세종특별자치시 종촌동 677,127.247303,36.504762,1,40,2018-08-12 15:14,2020-12-10 10:24
356,SJ_00356,나성동_국세청앞BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.259548,36.484589,2,30,2018-08-12 15:15,2022-02-16 13:27
357,SJ_00357,나성동_소방청BRT1,Y,세종,나성동,세종특별자치시 나성동 772,127.26063,36.483176,2,30,2018-08-12 15:17,2021-12-27 18:12
358,SJ_00358,나성동_소방청 BRT2,Y,세종,나성동,세종특별자치시 나성동 772,127.260765,36.482946,2,30,2018-08-12 15:19,2021-12-27 18:13
359,SJ_00359,나성동_한솔동환승주차장남측B,Y,세종,나성동,세종특별자치시 나성동 778,127.262017,36.481211,2,30,2018-08-12 15:22,2020-12-10 10:24
360,SJ_00360,종촌동_가재403동앞,Y,세종,종촌동,세종특별자치시 종촌동 640,127.244231,36.505287,1,20,2018-08-12 15:24,2020-12-10 10:24
361,SJ_00361,나성동_금강프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 143-1,127.262975,36.479914,2,30,2018-08-12 15:25,2020-12-10 10:24
362,SJ_00362,나성동_LH분양홍보관(남쪽),Y,세종,나성동,세종특별자치시 나성동 706,127.26829,36.480811,2,30,2018-08-12 15:31,2020-12-10 10:24
363,SJ_00363,종촌동_가재302동앞,Y,세종,종촌동,세종특별자치시 종촌동 680,127.241438,36.504368,1,30,2018-08-12 15:33,2020-12-10 10:24
364,SJ_00364,나성동_나성동갈매로,Y,세종,나성동,세종특별자치시 나성동 213-2,127.266287,36.484868,2,30,2018-08-12 15:36,2020-12-10 10:24
365,SJ_00365,나성동_나릿재307동앞,N,세종,나성동,세종특별자치시 나성동 305-1,127.263175,36.489469,2,30,2018-08-12 15:40,2021-02-19 9:51
366,SJ_00366,나성동_갈매로,N,세종,나성동,세종특별자치시 나성동 353,127.262638,36.491111,2,10,2018-08-12 15:42,2021-12-27 17:36
367,SJ_00367,아름동_범지기408동건너편,Y,세종,아름동,세종특별자치시 아름동 1458,127.250018,36.508518,1,35,2018-08-12 15:43,2022-07-19 13:11
368,SJ_00368,어진동_푸르지오시티1차1,Y,세종,어진동,세종특별자치시 어진동 750,127.263408,36.495654,1,30,2018-08-12 15:48,2022-06-24 8:00
369,SJ_00369,어진동_푸르지오시티1차2,Y,세종,어진동,세종특별자치시 어진동 750,127.263804,36.495494,1,15,2018-08-12 15:49,2020-12-10 10:24
370,SJ_00370,아름동_범지기1108동앞,Y,세종,아름동,세종특별자치시 아름동 1363,127.250539,36.511454,1,35,2018-08-12 15:53,2020-12-10 10:24
371,SJ_00371,도담동_범지기1208동앞,Y,세종,도담동,세종특별자치시 도담동 929,127.253183,36.511586,1,30,2018-08-12 15:59,2020-12-10 10:24
372,SJ_00372,어진동_호수공원방울새공원건너편,Y,세종,연기면,세종특별자치시 연기면 세종리 1201,127.269628,36.496308,1,30,2018-08-12 16:00,2020-12-10 10:24
373,SJ_00373,아름동_범지기1203동앞,Y,세종,아름동,세종특별자치시 아름동 1276,127.250465,36.512819,1,20,2018-08-12 16:08,2021-11-29 8:53
375,SJ_00375,어진동_호수공원소나무숲길,Y,세종,어진동,세종특별자치시 어진동 619,127.269763,36.499854,1,50,2018-08-12 16:14,2020-12-10 10:24
376,SJ_00376,아름동_범지기806동앞,Y,세종,아름동,세종특별자치시 아름동 1458,127.250704,36.51497,1,30,2018-08-12 16:14,2020-12-10 10:24
377,SJ_00377,어진동_대통령기록관건너편1,Y,세종,어진동,세종특별자치시 어진동 620,127.272031,36.501221,1,35,2018-08-12 16:15,2020-12-10 10:24
378,SJ_00378,어진동_대통령기록관건너편2,Y,세종,어진동,세종특별자치시 어진동 734,127.272229,36.501324,1,30,2018-08-12 16:16,2020-12-10 10:24
379,SJ_00379,어진동_대통령기록관건너편3,Y,세종,어진동,세종특별자치시 어진동 734,127.272159,36.501506,1,30,2018-08-12 16:17,2020-12-10 10:24
380,SJ_00380,연기면_호수공원중앙수목원로,Y,세종,연기면,세종특별자치시 연기면 세종리 1201,127.276958,36.50224,1,30,2018-08-12 16:21,2020-12-10 10:24
381,SJ_00381,어진동_홈플러스건너편스포츠센터옆,Y,세종,어진동,세종특별자치시 어진동 688,127.257419,36.507592,1,30,2018-08-12 18:22,2020-12-10 10:24
382,SJ_00382,다정동_당암육교건너편,Y,세종,다정동,세종특별자치시 다정동 565,127.232544,36.499407,1,30,2018-09-07 14:26,2020-12-10 10:24
384,SJ_00384,대평동_코스트코입구건너편,Y,세종,대평동,세종특별자치시 대평동 584-11,127.268355,36.468184,3,30,2019-01-07 14:28,2022-06-14 7:52
385,SJ_00385,나성동_국세청앞 BRT,Y,세종,나성동,세종특별자치시 나성동 770,127.259421,36.484841,2,25,2019-01-30 13:59,2021-10-05 10:21
386,SJ_00386,나성동_국세청앞,Y,세종,나성동,세종특별자치시 나성동 770,127.2592,36.485165,2,30,2019-01-30 14:02,2021-09-15 8:21
387,SJ_00387,나성동_세종SJ타워앞,Y,세종,나성동,세종특별자치시 나성동 746,127.257664,36.486458,2,20,2019-01-30 14:05,2020-12-10 10:24
388,SJ_00388,나성동_에스빌딩앞,Y,세종,나성동,세종특별자치시 나성동 745,127.257465,36.486861,2,20,2019-01-30 14:07,2020-12-10 10:24
389,SJ_00389,나성동_BRT앞,Y,세종,나성동,세종특별자치시 나성동 744,127.257111,36.487465,2,20,2019-01-30 14:09,2020-12-10 10:24
390,SJ_00390,나성동_행복의아침 빌딩,Y,세종,나성동,세종특별자치시 나성동 726,127.256734,36.49024,2,40,2019-01-30 14:13,2020-12-10 10:24
391,SJ_00391,어진동_세종뱅크빌딩,Y,세종,어진동,세종특별자치시 어진동 495,127.256886,36.495246,2,35,2019-01-30 14:16,2021-11-16 8:59
392,SJ_00392,어진동_세종뱅크빌딩2,Y,세종,어진동,세종특별자치시 어진동 686,127.257046,36.495686,2,35,2019-01-30 14:18,2021-11-16 9:00
393,SJ_00393,나성동_다정교,Y,세종,나성동,세종특별자치시 나성동 726,127.256346,36.494621,2,30,2019-01-30 14:20,2020-12-10 10:24
394,SJ_00394,어진동_세종뱅크빌딩 건너편,Y,세종,어진동,세종특별자치시 어진동 681,127.25661,36.496023,1,30,2019-01-30 14:21,2021-11-16 9:00
395,SJ_00395,도담동_도램1107동앞,Y,세종,도담동,세종특별자치시 도담동 653,127.259576,36.513555,1,32,2019-01-30 14:27,2022-08-21 9:38
396,SJ_00396,종촌동_호만빌딩앞,Y,세종,종촌동,세종특별자치시 종촌동 658,127.249799,36.504512,1,30,2019-01-30 14:43,2020-12-10 10:24
397,SJ_00397,종촌동_공영주차장,Y,세종,종촌동,세종특별자치시 종촌동 664,127.249936,36.503709,1,25,2019-01-30 14:44,2021-02-08 8:04
398,SJ_00398,종촌동_리버사이드빌딩앞,Y,세종,종촌동,세종특별자치시 종촌동 701,127.25016,36.502959,1,25,2019-01-30 14:45,2021-06-10 9:01
399,SJ_00399,종촌동_가재 호반201동입구,Y,세종,종촌동,세종특별자치시 종촌동 683,127.244891,36.50313,1,30,2019-01-30 14:49,2020-12-10 10:24
400,SJ_00400,어진동_푸르지오시티2차,Y,세종,어진동,세종특별자치시 어진동 747,127.266949,36.494919,1,50,2019-07-09 17:13,2021-05-05 12:03
401,SJ_00401,새롬동_세움빌딩후면,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.250585,36.484933,2,20,2019-01-30 15:17,2020-12-10 10:24
402,SJ_00402,새롬동_새롬빌딩,Y,세종,새롬동,세종특별자치시 새롬동 산 26,127.250099,36.485967,1,40,2019-01-30 15:21,2020-12-10 10:24
403,SJ_00403,아름동_해피라움3 앞,Y,세종,아름동,세종특별자치시 아름동 1359,127.248629,36.511553,1,25,2019-01-30 15:23,2022-01-04 9:46
404,SJ_00404,새롬동_새뜸 508동앞,Y,세종,새롬동,세종특별자치시 새롬동 617,127.252771,36.483513,2,25,2019-01-30 15:26,2021-10-06 20:20
405,SJ_00405,고운동_당암육교,Y,세종,고운동,세종특별자치시 고운동 739-307,127.231915,36.49982,1,30,2019-01-30 15:40,2020-12-10 10:24
406,SJ_00406,대평동_해들4단지 입구,Y,세종,대평동,세종특별자치시 대평동 90-1,127.280742,36.471162,3,25,2019-01-30 15:50,2020-12-10 10:24
407,SJ_00407,대평동_해들 408동 앞,Y,세종,대평동,세종특별자치시 대평동 704-1,127.283881,36.472979,3,30,2019-01-30 15:56,2021-10-15 14:50
408,SJ_00408,나성동_르네상스빌딩 앞,Y,세종,나성동,세종특별자치시 나성동 768,127.258866,36.485572,2,20,2019-01-30 17:54,2020-12-10 10:24
409,SJ_409,대평동_복합커뮤티센터,Y,세종,대평동,세종특별자치시 대평동 90-1,127.27964,36.47092,3,40,2019-04-17 16:37,2021-09-30 15:27
410,SJ_00410,대평동_해들601동 앞,Y,세종,대평동,세종특별자치시 대평동 668,127.276504,36.474518,3,30,2022-03-08 20:07,2022-03-08 20:13
411,SJ_00411,대평동_해들609동 앞,Y,세종,대평동,세종특별자치시 대평동 668,127.277269,36.473942,3,30,2021-11-03 9:55,2022-03-15 14:55
412,SJ_412,소담동_복합커뮤니티센터,Y,세종,소담동,세종특별자치시 소담동 9-174,127.300812,36.483993,3,30,2019-04-30 13:25,2020-12-10 17:48
413,SJ_413,어진동_어진교차로,Y,세종,어진동,세종특별자치시 어진동 588,127.259272,36.498197,1,30,2019-04-30 13:27,2020-12-10 10:24
414,SJ_00414,종촌동_가재701동앞,Y,세종,종촌동,세종특별자치시 종촌동 649-2,127.249233,36.505187,1,30,2019-05-02 13:31,2020-12-10 10:24
415,SJ_00415,연기면_세종호수공원 제1주차장,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 1201,127.269667,36.492533,1,20,2019-05-02 17:09,2021-09-12 9:51
416,SJ_00416,반곡동_수루배  BRT 1,Y,세종,반곡동,세종특별자치시 반곡동 41-10,127.31053,36.497748,4,30,2019-05-08 15:20,2021-07-28 7:34
417,SJ_00417,반곡동_수루배  BRT 2,Y,세종,반곡동,세종특별자치시 반곡동 42-1,127.310543,36.497302,4,40,2019-05-08 15:23,2020-12-10 10:24
418,SJ_00418,보람동_세종우체국 옆,Y,세종,보람동,세종특별자치시 보람동 625-7,127.291021,36.479857,3,40,2019-05-13 13:21,2020-12-10 10:24
419,SJ_00419,보람동_광역복지센터 옆,Y,세종,보람동,세종특별자치시 보람동 630-1,127.291207,36.479361,3,40,2019-05-13 13:24,2020-12-10 10:24
420,SJ_00420,가람동_세종이마트앞,Y,세종,가람동,세종특별자치시 가람동 65,127.251684,36.470509,2,45,2019-05-29 14:13,2021-04-17 17:10
421,SJ_00421,다정동_새움중학교,Y,세종,다정동,세종특별자치시 다정동 363-261,127.247528,36.490402,2,30,2019-05-29 16:00,2022-04-15 16:25
422,SJ_00422,다정동_가온415동 옆,Y,세종,다정동,세종특별자치시 다정동 363-250,127.249509,36.491229,2,30,2019-05-30 14:49,2021-09-09 18:21
423,SJ_00423,다정동_가온403동 앞,Y,세종,다정동,세종특별자치시 다정동 363-195,127.248994,36.493333,2,30,2019-05-29 16:07,2020-12-10 10:24
424,SJ_00424,반곡동_수루배 323동앞,Y,세종,반곡동,세종특별자치시 반곡동 41-7,127.309493,36.498208,4,30,2019-06-11 9:42,2020-12-10 10:24
425,SJ_00425,조치원_고용노동부,Y,세종,조치원읍 상리,세종특별자치시 조치원읍 상리 96,127.303453,36.601647,0,30,2019-07-29 9:23,2020-12-10 10:24
426,SJ_00426,조치원_삼일아파트,Y,세종,조치원읍 죽림리,세종특별자치시 조치원읍 죽림리 21-5,127.29728,36.594918,0,30,2019-07-29 9:25,2020-12-10 10:24
427,SJ_00427,조치원_신흥리_조치원중학교 앞,Y,세종,조치원읍 신흥리,세종특별자치시 조치원읍 신흥리 229,127.28665,36.594851,0,30,2019-07-29 9:27,2022-05-31 14:30
428,SJ_00428,조치원_욱일아파트,Y,세종,조치원읍 침산리,세종특별자치시 조치원읍 침산리 34-5,127.289963,36.602844,0,30,2019-07-29 9:29,2020-12-10 10:24
429,SJ_00429,조치원_조치원역 서편,Y,세종,조치원읍 원리,세종특별자치시 조치원읍 원리 151-5,127.294963,36.602172,0,30,2019-07-29 9:31,2020-12-10 10:24
430,SJ_00430,조치원_세종서창행복주택,Y,세종,조치원읍 서창리,세종특별자치시 조치원읍 서창리 92-5,127.296809,36.610198,0,30,2019-07-29 9:33,2020-12-10 10:24
431,SJ_00431,조치원_홍익대학교 정문,Y,세종,조치원읍 신안리,세종특별자치시 조치원읍 신안리 314-1,127.290559,36.621048,0,30,2019-07-29 9:34,2020-12-10 10:24
432,SJ_00432,조치원_중앙요양병원,Y,세종,조치원읍 신안리,세종특별자치시 조치원읍 신안리 487,127.288727,36.614142,0,30,2019-07-29 9:35,2020-12-10 10:24
433,SJ_00433,고운동_가락 908동,Y,세종,고운동,세종특별자치시 고운동 1408,127.229371,36.512102,1,30,2019-07-29 11:25,2020-12-10 10:24
434,SJ_00434,새롬동_에스월드빌딩,Y,세종,새롬동,세종특별자치시 새롬동 산 21,127.250358,36.48535,2,10,2019-07-29 11:27,2020-12-10 10:24
435,SJ_00435,새롬동_새뜸 418동,Y,세종,새롬동,세종특별자치시 새롬동 283-3,127.245599,36.489613,2,30,2019-07-29 11:28,2020-12-10 10:24
436,SJ_00436,고운동_가락 111동,Y,세종,고운동,세종특별자치시 고운동 1729,127.234777,36.504293,1,30,2019-07-29 11:30,2020-12-10 10:24
437,SJ_00437,어진동_정부세종청사버스터미널BRT3,Y,세종,어진동,세종특별자치시 어진동 561-1,127.261514,36.504309,1,30,2019-07-29 11:31,2020-12-10 10:24
438,SJ_00438,반곡동_수루배619동,Y,세종,반곡동,세종특별자치시 반곡동 143-1,127.317873,36.494792,4,15,2019-07-31 14:22,2022-07-20 12:38
439,SJ_00439,소담동_새샘106동,Y,세종,소담동,세종특별자치시 소담동 597,127.303835,36.481239,3,25,2019-07-31 16:40,2022-04-06 15:55
440,SJ_00440,어진동_세종파이낸스 2차 서편,Y,세종,어진동,세종특별자치시 어진동 667,127.260966,36.497021,1,60,2019-07-31 17:38,2020-12-10 10:24
441,SJ_00441,어진동_세종파이낸스 2차 동편,Y,세종,어진동,세종특별자치시 어진동 668,127.262468,36.496818,1,35,2019-07-31 17:39,2022-01-19 9:27
442,SJ_00442,조치원_고려대학교,Y,세종,조치원읍 서창리,세종특별자치시 조치원읍 서창리 50-5,127.293226,36.609976,0,30,2019-08-01 8:52,2020-12-10 10:24
443,SJ_00443,반곡동_수루배 111동앞,Y,세종,반곡동,세종특별자치시 반곡동 398,127.309124,36.497413,4,30,2019-08-16 17:25,2020-12-10 10:24
444,SJ_00444,반곡동_수루배 105동앞,Y,세종,반곡동,세종특별자치시 반곡동 401-1,127.306808,36.496003,4,40,2019-08-16 17:26,2020-12-10 10:24
445,SJ_00445,반곡동_수루배 102동,Y,세종,반곡동,세종특별자치시 반곡동 710-2,127.304615,36.496675,1,40,2019-08-16 17:31,2020-12-10 10:24
446,SJ_00446,보람동_호려울 102동 맞은 편,Y,세종,보람동,세종특별자치시 보람동 664-102,127.285131,36.475025,3,30,2019-08-20 9:49,2020-12-10 10:24
447,SJ_00447,한솔동_복합커뮤니티센터 정음관,Y,세종,한솔동,세종특별자치시 한솔동 962,127.255734,36.478032,2,30,2019-09-18 15:47,2022-03-08 9:21
448,SJ_00448,반곡동_반곡중학교앞,Y,세종,반곡동,세종특별자치시 반곡동 50-10,127.311014,36.5011,4,20,2019-09-24 10:08,2020-12-10 10:24
449,SJ_00449,반곡동_수루배 416동앞 로터리,Y,세종,반곡동,세종특별자치시 반곡동 60-4,127.315948,36.500299,4,35,2019-09-24 17:24,2021-12-27 19:17
450,SJ_00450,반곡동_수루배 401동앞,Y,세종,반곡동,세종특별자치시 반곡동 52-17,127.313487,36.498583,0,35,2019-09-24 17:28,2020-12-10 10:24
452,SJ_00452,어진동_한뜰106동 앞,Y,세종,어진동,세종특별자치시 어진동 554,127.267595,36.506868,1,30,2019-10-15 16:51,2021-10-19 14:45
453,SJ_00453,어진동_지방자치회관,Y,세종,어진동,세종특별자치시 어진동 661,127.263266,36.494596,1,20,2019-10-16 16:07,2020-12-10 10:24
454,SJ_00454,나성동_어반아트리움 거치대,Y,세종,나성동,세종특별자치시 나성동 381,127.25981,36.488291,2,15,2019-10-17 9:35,2020-12-10 10:24
455,SJ_00455,가람동_지역난방공사 앞,Y,세종,가람동,세종특별자치시 가람동 956,127.245724,36.465209,0,30,2019-10-17 16:40,2020-12-10 10:24
456,SJ_00456,보람동_세종시청 서편 주차장,Y,세종,보람동,세종특별자치시 보람동 627-2,127.287455,36.479679,3,40,2019-10-18 15:40,2020-12-10 10:24
457,SJ_00457,반곡동_수루배 303동 앞,Y,세종,반곡동,세종특별자치시 반곡동 36-7,127.307685,36.49915,4,45,2019-11-05 18:22,2020-12-10 10:24
458,SJ_00458,금남면_산학연지원센터 북측.,Y,세종,금남면 집현리,세종특별자치시 금남면 집현리 1060,127.328621,36.499711,4,60,2019-11-11 8:58,2021-03-03 20:08
459,SJ_00459,금남면_산학연지원센터 남측.,Y,세종,금남면 집현리,세종특별자치시 금남면 집현리 1008-5,127.329186,36.49894,4,60,2019-11-11 8:59,2020-12-10 10:24
460,SJ_00460,어진동_기획재정부 정문,Y,세종,어진동,세종특별자치시 어진동 712,127.265907,36.506698,1,25,2019-12-19 11:01,2020-12-10 10:24
461,SJ_00461,아름동_범지기 501동 앞,Y,세종,아름동,세종특별자치시 아름동 1346,127.245976,36.509827,1,30,2019-12-19 11:03,2022-04-18 12:35
462,SJ_00462,고운동_가락 1802동 앞,Y,세종,고운동,세종특별자치시 고운동 907,127.233067,36.520986,1,30,2019-12-19 11:05,2022-05-19 8:48
463,SJ_00463,고운동_가락 1806동 앞,Y,세종,고운동,세종특별자치시 고운동 941,127.233825,36.519781,1,20,2019-12-19 11:06,2020-12-10 10:24
464,SJ_00464,소담동_새샘 606동 앞,Y,세종,소담동,세종특별자치시 소담동 28-1,127.304708,36.484171,3,30,2019-12-19 14:27,2020-12-10 10:24
465,SJ_00465,도담동_도램 1315동 앞,Y,세종,도담동,세종특별자치시 도담동 402,127.259114,36.517504,1,25,2019-12-19 14:32,2020-12-10 10:24
466,SJ_00466,한솔동_우체국 앞,Y,세종,한솔동,세종특별자치시 한솔동 1230,127.254439,36.479888,1,20,2019-12-19 14:38,2020-12-10 10:24
467,SJ_00467,보람동_세종남부경찰서 버스정류장,Y,세종,보람동,세종특별자치시 보람동 715,127.292663,36.480504,3,35,2019-12-19 14:45,2022-02-09 15:28
468,SJ_00468,대평동_해들 518동 앞,Y,세종,대평동,세종특별자치시 대평동 567-8,127.27871,36.473434,3,40,2019-12-19 14:50,2020-12-10 10:24
469,SJ_00469,어진동_청암빌딩 앞,Y,세종,어진동,세종특별자치시 어진동 494,127.262043,36.507427,1,30,2019-12-19 14:52,2021-07-30 7:39
470,SJ_00470,조치원_고려대학교 정문,Y,세종,조치원읍 서창리,세종특별자치시 조치원읍 서창리 177-9,127.289234,36.608603,0,25,2019-12-19 14:54,2020-12-10 10:24
471,SJ_00471,새롬동_새뜸 607동 앞,Y,세종,새롬동,세종특별자치시 새롬동 354-1,127.248697,36.484697,2,20,2019-12-19 14:56,2020-12-10 10:24
472,SJ_00472,도담동_도램 601동 앞,Y,세종,도담동,세종특별자치시 도담동 851,127.260959,36.509331,1,25,2019-12-19 15:02,2020-12-10 10:24
473,SJ_00473,도담동_도램 603동 앞,Y,세종,도담동,세종특별자치시 도담동 852,127.260262,36.508541,1,15,2019-12-19 15:04,2021-07-21 20:01
474,SJ_00474,새롬동_새뜸 306동 앞,Y,세종,새롬동,세종특별자치시 새롬동 320,127.248062,36.485904,2,20,2019-12-19 15:16,2020-12-10 10:24
475,SJ_00475,새롬동_새뜸 726동앞 로터리,Y,세종,새롬동,세종특별자치시 새롬동 288-1,127.246996,36.489914,2,25,2019-12-19 15:17,2021-12-27 18:31
476,SJ_00476,새롬동_새뜸 718동 앞,Y,세종,새롬동,세종특별자치시 새롬동 산 45,127.247783,36.488171,2,35,2019-12-19 15:20,2022-02-14 17:36
477,SJ_00477,소담동_새샘 609동 앞,Y,세종,소담동,세종특별자치시 소담동 583,127.302517,36.48525,3,15,2019-12-19 15:24,2022-07-19 9:41
478,SJ_00478,새롬동_새뜸 302동 앞,Y,세종,새롬동,세종특별자치시 새롬동 329,127.247664,36.486589,2,20,2019-12-19 15:26,2020-12-10 10:24
