대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
479,SJ_00479,새롬동_새뜸 208동 앞 로터리,Y,세종,새롬동,세종특별자치시 새롬동 341-125,127.249288,36.483121,2,20,2019-12-19 15:42,2021-12-27 18:48
480,SJ_00480,보람동_세종시청 정문2,Y,세종,보람동,세종특별자치시 보람동 720,127.288709,36.4788,3,15,2021-06-24 15:41,2021-06-24 15:43
481,SJ_00481,소담동_소담동 타임빌딩 앞,Y,세종,소담동,세종특별자치시 소담동 540,127.299956,36.485073,3,25,2019-12-19 15:52,2021-11-15 19:31
482,SJ_00482,반곡동_수루배 506동 앞,Y,세종,반곡동,세종특별자치시 반곡동 47-1,127.313054,36.497527,4,25,2019-12-19 15:56,2020-12-10 10:24
483,SJ_00483,어진동_호수공원제3주차장 입구,Y,세종,어진동,세종특별자치시 어진동 630,127.26726,36.500524,1,20,2020-04-06 19:00,2021-08-19 17:12
484,SJ_00484,어진동_호수공원 제3주차장 건너편,Y,세종,어진동,세종특별자치시 어진동 738,127.267736,36.500118,1,25,2020-04-07 18:50,2021-03-19 19:57
485,SJ_00485,종촌동_중앙프라자 앞,Y,세종,종촌동,세종특별자치시 종촌동 657,127.249603,36.50488,1,15,2020-04-09 16:30,2021-05-04 16:07
486,SJ_00486,도담동_도램2007동 앞,Y,세종,도담동,세종특별자치시 도담동 633,127.264161,36.516144,1,25,2020-04-09 16:33,2021-03-15 9:20
487,SJ_00487,반곡동_수루배209동,Y,세종,반곡동,세종특별자치시 반곡동 395-2,127.310056,36.49599,1,20,2020-04-09 16:34,2020-12-10 10:24
488,SJ_00488,대평동_해들205동,Y,세종,대평동,세종특별자치시 대평동 266-26,127.27699,36.47095,3,20,2020-04-09 16:36,2020-12-10 10:24
489,SJ_00489,보람동_해들510동,Y,세종,보람동,세종특별자치시 보람동 733,127.282393,36.474437,3,15,2020-04-09 16:38,2022-06-09 8:38
490,SJ_00490,보람동_호려울308동,Y,세종,보람동,세종특별자치시 보람동 664-42,127.28319,36.477265,1,30,2020-04-09 16:40,2020-12-10 10:24
491,SJ_00491,소담동_새샘201동,Y,세종,소담동,세종특별자치시 소담동 32-14,127.300929,36.481362,1,30,2020-04-09 16:42,2022-01-06 7:47
492,SJ_00492,종촌동_가재301동,Y,세종,종촌동,세종특별자치시 종촌동 680,127.241516,36.505046,1,30,2020-04-09 16:44,2020-12-10 10:24
493,SJ_00493,어진동_엠브릿지,Y,세종,어진동,세종특별자치시 어진동 510,127.258063,36.503066,1,20,2020-04-09 16:46,2020-12-10 10:24
494,SJ_00494,연기면_세종예술고,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 548-87,127.269581,36.491393,1,20,2020-04-09 16:47,2020-12-10 10:24
495,SJ_00495,어진동_홈플러스,Y,세종,어진동,세종특별자치시 어진동 503,127.258243,36.507789,1,20,2020-04-09 16:48,2020-12-10 10:24
496,SJ_00496,아름동_범지기1013동,Y,세종,아름동,세종특별자치시 아름동 1242,127.252117,36.517449,1,20,2020-04-09 16:50,2020-12-10 10:24
497,SJ_00497,아름동_범지기308동,Y,세종,아름동,세종특별자치시 아름동 1297-1,127.245502,36.517797,1,25,2020-04-09 16:51,2021-03-21 10:31
498,SJ_00498,아름동_범지기902동,Y,세종,아름동,세종특별자치시 아름동 1282-1,127.245721,36.517323,1,20,2020-04-09 16:53,2020-12-10 10:24
499,SJ_00499,아름동_영토프라자앞 로터리,Y,세종,아름동,세종특별자치시 아름동 1332,127.243027,36.510859,1,30,2020-04-09 16:54,2021-12-27 19:30
500,SJ_00500,고운동_가락2203동,Y,세종,고운동,세종특별자치시 고운동 1387-1,127.241161,36.519924,1,25,2020-04-09 16:55,2022-01-08 21:05
501,SJ_00501,반곡동_수루배601동,Y,세종,반곡동,세종특별자치시 반곡동 67-4,127.318591,36.494163,3,30,2020-04-09 16:57,2021-05-05 14:07
502,SJ_00502,어진동_지방자치회관,Y,세종,어진동,세종특별자치시 어진동 661,127.262997,36.493776,1,20,2020-04-09 16:59,2020-12-10 10:24
503,SJ_00503,고운동_한마음정육식당,Y,세종,고운동,세종특별자치시 고운동 2004,127.236325,36.500387,1,15,2020-04-09 17:01,2020-12-10 10:24
504,SJ_00504,나성동_독락정역사공원,Y,세종,나성동,세종특별자치시 나성동 213-2,127.266804,36.484644,1,20,2020-04-09 17:16,2022-06-01 16:18
505,SJ_00505,고운동_세종누리학교,Y,세종,고운동,세종특별자치시 고운동 472,127.242839,36.525969,1,20,2020-04-21 17:38,2020-12-10 10:24
506,SJ_00506,대평동_대평초등학교,Y,세종,대평동,세종특별자치시 대평동 266-11,127.277899,36.469965,3,25,2020-04-21 17:40,2020-12-10 10:24
507,SJ_00507,도담동_싱싱장터1호점,Y,세종,도담동,세종특별자치시 도담동 654,127.259974,36.515383,1,20,2020-04-21 17:42,2020-12-10 10:24
508,SJ_00508,고운동_가락1914동,Y,세종,고운동,세종특별자치시 고운동 667-1,127.232504,36.522384,1,20,2020-04-24 11:09,2020-12-10 10:24
509,SJ_00509,도담동_라온프라이빗2차,Y,세종,도담동,세종특별자치시 도담동 402,127.259276,36.512653,1,30,2020-04-24 11:11,2020-12-10 10:24
510,SJ_00510,반곡동_시드니블루,Y,세종,반곡동,세종특별자치시 반곡동 45-14,127.311827,36.497844,1,20,2020-04-24 11:15,2020-12-10 10:24
511,SJ_00511,반곡동_반곡고등학교,Y,세종,반곡동,세종특별자치시 반곡동 64-11,127.317611,36.496058,1,20,2020-04-24 11:16,2020-12-10 10:24
512,SJ_00512,보람동_여울초등학교,Y,세종,보람동,세종특별자치시 보람동 700-86,127.285486,36.476889,3,30,2020-08-05 11:00,2020-12-10 10:24
513,SJ_00513,해밀동_해밀138동,Y,세종,해밀동,세종특별자치시 해밀동 333,127.26769,36.525145,1,40,2020-10-07 10:42,2021-06-30 21:21
514,SJ_00514,해밀동_해밀139동,Y,세종,해밀동,세종특별자치시 해밀동 337,127.267166,36.525831,1,30,2020-10-07 10:45,2021-06-30 21:21
515,SJ_00515,연기면_세종중앙공원(남쪽)주차장,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 548-121,127.269877,36.491979,1,30,2020-10-12 14:31,2021-05-13 8:45
516,SJ_00516,연기면_세종중앙공원(중앙)공터,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 107-290,127.274595,36.494794,1,20,2020-10-12 14:37,2020-12-10 10:24
518,SJ_00518,연기면_국립수목원(북쪽)보관소,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 114-242,127.284106,36.497816,1,20,2020-10-12 14:50,2020-12-10 10:24
519,SJ_00519,도담동_카림에비뉴,Y,세종,도담동,세종특별자치시 도담동 402,127.259281,36.514435,1,20,2020-10-21 13:35,2020-12-10 10:24
520,SJ_00520,조치원_조치원역,Y,세종,조치원읍 원리,세종특별자치시 조치원읍 원리 12-6,127.297929,36.601053,1,25,2020-10-21 15:14,2021-10-14 9:57
521,SJ_00521,조치원_우체국,Y,세종,조치원읍 교리,세종특별자치시 조치원읍 교리 24-3,127.298027,36.602414,1,25,2020-10-21 15:19,2020-12-10 10:24
523,SJ_00523,조치원_신흥주공207동,Y,세종,조치원읍 신흥리,세종특별자치시 조치원읍 신흥리 393,127.290782,36.594882,1,20,2020-10-21 16:11,2022-07-08 19:44
524,SJ_00524,조치원_자이아파트119동,Y,세종,조치원읍 죽림리,세종특별자치시 조치원읍 죽림리 117-5,127.291523,36.591022,1,30,2020-10-21 16:19,2021-03-08 18:28
525,SJ_00525,연기면_양화1교차로종촌교다리,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 9-5,127.299561,36.503421,1,20,2020-10-22 15:10,2020-12-10 10:24
526,SJ_00526,소담동_새샘908동,Y,세종,소담동,세종특별자치시 소담동 325,127.301503,36.489072,1,25,2020-10-22 15:13,2020-12-10 10:24
527,SJ_00527,소담동_법조타운A,Y,세종,소담동,세종특별자치시 소담동 208,127.302367,36.489461,1,20,2020-10-22 15:16,2020-12-10 10:24
528,SJ_00528,반곡동_더스테이빌딩,Y,세종,반곡동,세종특별자치시 반곡동 771-68,127.303015,36.490436,4,15,2020-10-22 15:18,2022-01-12 14:50
529,SJ_00529,도담동_센트럴프라자,Y,세종,도담동,세종특별자치시 도담동 657,127.258746,36.515305,1,20,2020-10-22 15:22,2020-12-10 10:24
530,SJ_00530,도담동_세종충남대병원,Y,세종,도담동,세종특별자치시 도담동 407,127.258929,36.519525,1,20,2020-10-22 15:52,2020-12-10 10:24
531,SJ_00531,소담동_새샘701동,Y,세종,소담동,세종특별자치시 소담동 36-1,127.299658,36.487013,1,40,2020-10-22 15:56,2021-05-03 15:06
532,SJ_00532,소담동_새샘703동,Y,세종,소담동,세종특별자치시 소담동 539,127.300345,36.485543,1,30,2020-10-22 15:57,2022-04-06 11:59
533,SJ_00533,해밀동_해밀144동,Y,세종,해밀동,세종특별자치시 해밀동 산 12,127.267491,36.527971,1,30,2020-10-22 16:37,2020-12-10 10:24
534,SJ_00534,해밀동_해밀113동,Y,세종,해밀동,세종특별자치시 해밀동 608,127.26509,36.524998,1,30,2020-10-22 16:38,2020-12-10 10:24
535,SJ_00535,어진동_홈플러스,Y,세종,어진동,세종특별자치시 어진동 503,127.258506,36.506927,1,20,2020-10-23 13:19,2020-12-10 10:24
537,SJ_00537,집현동_새나루마을1204동(서쪽),Y,세종,집현동,세종특별자치시 집현동 997-3,127.324436,36.500307,1,20,2021-05-04 13:33,2021-05-04 13:33
538,SJ_00538,집현동_새나루마을BRT(시청방향),Y,세종,집현동,세종특별자치시 집현동 885-1,127.322189,36.498194,1,20,2021-05-04 13:39,2021-05-04 13:39
539,SJ_00539,소담동_아이콤타워(뒷편),Y,세종,소담동,세종특별자치시 소담동 609,127.298952,36.484544,1,25,2021-05-04 14:05,2022-02-11 10:18
540,SJ_00540,소담동_지엘플렉스2(입구),Y,세종,소담동,세종특별자치시 소담동 580,127.301324,36.484498,3,30,2021-05-04 14:14,2022-05-28 13:26
541,SJ_00541,소담동_지엘플렉스1(입구),Y,세종,소담동,세종특별자치시 소담동 582,127.301668,36.484908,3,25,2021-05-06 9:45,2022-05-28 13:26
543,SJ_00543,보람동_스마트허브4(입구),Y,세종,보람동,세종특별자치시 보람동 762,127.29052,36.477336,1,30,2021-05-04 14:29,2021-08-05 17:49
548,SJ_00548,보람동_아평빌딩(입구),Y,세종,보람동,세종특별자치시 보람동 762,127.288635,36.476536,3,30,2021-05-04 14:49,2022-04-25 8:52
549,SJ_00549,한솔동_주민센터(입구),Y,세종,한솔동,세종특별자치시 한솔동 964,127.254918,36.479067,1,15,2021-05-04 15:01,2021-05-04 15:01
550,SJ_00550,가람동_세종중부발전(입구),Y,세종,가람동,세종특별자치시 가람동 961,127.247185,36.466008,1,15,2021-05-04 15:11,2021-05-04 15:11
551,SJ_00551,새롬동_새롬중학교(건너편),Y,세종,새롬동,세종특별자치시 새롬동 605,127.250582,36.481289,1,15,2021-05-04 15:21,2021-05-04 15:21
552,SJ_00552,새롬동_새뜸마을408동(육교앞),Y,세종,새롬동,세종특별자치시 새롬동 553,127.244675,36.487448,1,15,2021-05-04 15:27,2021-05-04 15:27
553,SJ_00553,어진동_행안부제2별관(주차장입구),Y,세종,어진동,세종특별자치시 어진동 524,127.256688,36.499785,1,30,2021-05-04 15:44,2021-07-19 20:22
554,SJ_00554,어진동_복건복지부(별관)앞,Y,세종,어진동,세종특별자치시 어진동 523,127.256811,36.49901,1,40,2021-05-04 15:47,2021-10-03 14:20
555,SJ_00555,종촌동_중앙프라자(북쪽)_입구,Y,세종,종촌동,세종특별자치시 종촌동 657,127.249447,36.504891,1,15,2021-05-04 16:06,2021-05-04 16:08
556,SJ_00556,도담동_도램마을102동(도로변),Y,세종,도담동,세종특별자치시 도담동 845,127.255975,36.510809,1,15,2021-05-04 16:24,2021-05-04 16:24
557,SJ_00557,어진동_세종중앙타운(서측)_입구,Y,세종,어진동,세종특별자치시 어진동 494,127.261899,36.508227,1,30,2021-05-04 16:35,2022-04-11 13:06
558,SJ_00558,어진동_리슈빌S_입구,Y,세종,어진동,세종특별자치시 어진동 548,127.26201,36.507734,1,30,2021-05-04 16:37,2021-07-30 7:41
571,SJ_00517,연기면_세종중앙공원(북쪽)주차장,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 114-264,127.28137,36.49906,1,20,2020-10-12 14:44,2020-12-10 10:24
572,SJ_00572,해밀동_해밀214동(동쪽),Y,세종,해밀동,세종특별자치시 해밀동 산 23,127.271626,36.527208,6,25,2020-11-27 14:52,2020-12-10 17:23
573,SJ_00573,해밀동_해밀211동(남측),Y,세종,해밀동,세종특별자치시 해밀동 123,127.268727,36.528448,1,25,2020-11-27 15:00,2020-12-10 17:23
574,SJ_00574,해밀동_해밀205동(남측),Y,세종,해밀동,세종특별자치시 해밀동 산 14,127.267838,36.529558,1,35,2020-11-27 15:10,2021-03-19 9:18
575,SJ_00575,해밀동_해밀마을BRT,Y,세종,해밀동,세종특별자치시 해밀동 산 5-2,127.263987,36.528441,1,25,2020-11-27 15:15,2020-12-10 17:23
576,SJ_00576,해밀동_해밀106동(서측),Y,세종,해밀동,세종특별자치시 해밀동 317,127.264454,36.52787,1,25,2020-11-27 15:19,2020-12-10 17:23
577,SJ_00577,고운동_가락2002동 앞,Y,세종,고운동,세종특별자치시 고운동 1396,127.240604,36.517274,1,40,2020-11-27 15:31,2021-05-26 12:59
578,SJ_00578,어진동_국무조정실 북측 버스정류장,Y,세종,어진동,세종특별자치시 어진동 615,127.271252,36.503824,1,30,2021-02-08 14:45,2022-03-12 19:55
579,SJ_00579,나성동_나릿재404동(동쪽)_도로변,Y,세종,나성동,세종특별자치시 나성동 353-1,127.262608,36.491181,1,27,2021-05-12 13:40,2021-11-25 16:00
580,SJ_00580,나성동_나릿재103동 육교옆,Y,세종,나성동,세종특별자치시 나성동 256-2,127.264281,36.487586,1,25,2021-05-14 10:52,2021-10-13 11:09
581,SJ_00581,나성동_나릿재402동(북쪽)_입구,Y,세종,나성동,세종특별자치시 나성동 350-1,127.261355,36.491474,2,20,2021-06-10 16:39,2021-09-30 14:32
582,SJ_00582,나성동_나릿재401동(남쪽)_도로변,Y,세종,나성동,세종특별자치시 나성동 363-1,127.261028,36.490011,2,30,2021-06-10 16:42,2022-02-04 21:51
583,SJ_00583,나성동_나릿재206동(동쪽)_도로변,Y,세종,나성동,세종특별자치시 나성동 297-4,127.2666,36.489121,2,25,2021-06-10 16:51,2022-02-04 21:50
584,SJ_00584,나성동_나릿재201동(육교)_도로변,Y,세종,나성동,세종특별자치시 나성동 255-2,127.264689,36.487647,2,25,2021-06-10 16:57,2022-02-04 21:50
585,SJ_00585,나성동_나릿재101동(북서쪽)_로터리,Y,세종,나성동,세종특별자치시 나성동 394-1,127.262159,36.487447,2,30,2021-06-10 17:04,2022-02-04 21:48
586,SJ_00586,아름동_남세종청소년센터,Y,세종,아름동,세종특별자치시 아름동 1458,127.24453,36.519017,1,30,2021-09-24 10:48,2021-09-24 10:49
587,SJ_00587,나성동_나릿재6단지 정문 옆(도로변),Y,세종,나성동,세종특별자치시 나성동 350-2,127.261558,36.491676,2,20,2021-09-30 14:30,2021-09-30 14:30
588,SJ_00588,나성동_나릿재6단지,Y,세종,나성동,세종특별자치시 나성동 658-27,127.262421,36.49216,2,30,2021-09-30 14:34,2021-09-30 14:34
589,SJ_00589,나성동_나릿재309동 앞,Y,세종,나성동,세종특별자치시 나성동 261-1,127.263648,36.488571,2,30,2021-09-30 14:45,2021-10-21 14:25
590,SJ_00590,나성동_나릿재303동 앞,Y,세종,나성동,세종특별자치시 나성동 372-2,127.261328,36.488689,2,30,2021-09-30 14:51,2021-09-30 14:51
591,SJ_00591,나성동_리치먼드시티 앞,Y,세종,나성동,세종특별자치시 나성동 756,127.256584,36.492734,2,40,2021-09-30 15:35,2022-02-19 17:04
600,SJ_00600,어진동_한뜰마을601동 앞,Y,세종,어진동,세종특별자치시 어진동 673,127.259026,36.495499,1,30,2021-10-21 14:13,2021-10-21 14:13
601,SJ_00601,어진동_한뜰마을604동앞,Y,세종,어진동,세종특별자치시 어진동 755,127.26128,36.494068,1,30,2021-10-27 14:44,2021-10-27 16:10
602,SJ_00602,어진동_해수부_기재부 로터리,Y,세종,어진동,세종특별자치시 어진동 715,127.264983,36.505644,1,30,2021-12-03 16:52,2021-12-27 17:32
603,SJ_00603,연기면_국립수목원연구동 앞 정류장,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 912-2,127.289834,36.497709,1,30,2021-12-03 17:07,2021-12-03 17:07
604,SJ_00604,조치원_홈플러스 정문,Y,세종,조치원읍 번암리,세종특별자치시 조치원읍 번암리 53-2,127.297101,36.586551,1,30,2021-12-03 17:09,2021-12-03 17:10
605,SJ_00605,소담동_한국보건사회연구원 대로변쪽,Y,세종,소담동,세종특별자치시 소담동 831,127.306277,36.495141,3,30,2021-12-03 17:20,2021-12-03 17:20
606,SJ_00606,보람동_호려울 1010동 앞,Y,세종,보람동,세종특별자치시 보람동 702,127.295203,36.481535,3,15,2021-12-04 12:23,2021-12-04 12:24
607,SJ_00607,보람동_호려울 911동 앞,Y,세종,보람동,세종특별자치시 보람동 774,127.295035,36.481002,3,30,2021-12-04 12:33,2021-12-04 12:34
608,SJ_00608,집현동_새나루마을 1207동,Y,세종,집현동,세종특별자치시 집현동 418-1,127.325863,36.501811,4,15,2021-12-04 12:50,2021-12-04 12:51
609,SJ_00609,집현동_새나루마을1단지 정문앞 로터리,Y,세종,집현동,세종특별자치시 집현동 883-148,127.320032,36.48552,4,15,2021-12-04 12:59,2021-12-27 18:43
610,SJ_00610,대평동_세종고속시외버스터미널,Y,세종,대평동,세종특별자치시 대평동 269-52,127.273774,36.469257,3,15,2021-12-04 13:15,2021-12-04 13:16
611,SJ_00611,고운동_세종중앙타워,Y,세종,고운동,세종특별자치시 고운동 2094,127.241216,36.51164,1,40,2021-12-05 10:26,2022-04-19 8:39
612,SJ_00612,고운동_고운프라자,Y,세종,고운동,세종특별자치시 고운동 1370,127.23453,36.519433,1,25,2021-12-05 10:45,2021-12-05 10:48
613,SJ_00613,고운동_가락2005동 앞,Y,세종,고운동,세종특별자치시 고운동 1397,127.24139,36.516053,1,25,2021-12-05 10:56,2021-12-05 10:56
614,SJ_00614,집현동_새나루마을 309동 앞 로터리,Y,세종,집현동,세종특별자치시 집현동 883-56,127.321606,36.490739,4,25,2021-12-15 15:43,2021-12-27 18:40
615,SJ_00615,집현동_새나루마을 402동 앞,Y,세종,집현동,세종특별자치시 집현동 883-270,127.321039,36.493527,4,25,2021-12-15 15:48,2021-12-27 18:40
616,SJ_00616,집현동_새나루마을 401동 앞 로터리,Y,세종,집현동,세종특별자치시 집현동 785-57,127.322201,36.493163,4,25,2021-12-15 15:52,2021-12-27 18:27
617,SJ_00617,집현동_새나루마을2단지 입구,Y,세종,집현동,세종특별자치시 집현동 883-82,127.322089,36.488489,4,35,2021-12-15 15:59,2022-04-05 15:48
618,SJ_00618,소담동 _농림수산식품교육문화정보원,Y,세종,반곡동,세종특별자치시 반곡동 772-3,127.305279,36.492846,3,25,2021-12-27 13:39,2022-02-04 21:48
619,SJ_00619,반곡동_수루배 207동앞,Y,세종,반곡동,세종특별자치시 반곡동 358,127.310773,36.494962,4,25,2021-12-27 13:47,2021-12-27 13:49
620,SJ_00620,집현동_새나루 1103동 앞,Y,세종,집현동,세종특별자치시 집현동 885-1,127.322671,36.496736,4,25,2021-12-27 13:58,2021-12-27 13:58
622,SJ_00622,어진동_과기부(블랙야크 앞 정류장),Y,세종,어진동,세종특별자치시 어진동 666,127.260384,36.497497,1,20,2021-12-27 14:38,2021-12-27 16:12
623,SJ_00623,연기면_전월산 무궁화 테마공원,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 633-1,127.287767,36.513758,1,30,2021-12-27 14:39,2021-12-27 15:58
624,SJ_00624,아름동_세종국제고_과학영재고 사이,Y,세종,아름동,세종특별자치시 아름동 1463,127.248088,36.52161,1,30,2021-12-27 14:42,2022-08-29 15:48
625,SJ_00625,도담동_해밀1단지 건너편 버스정류장,Y,세종,도담동,세종특별자치시 도담동 409,127.263136,36.524612,1,30,2021-12-27 14:43,2022-01-19 12:06
626,SJ_00626,어진동_정부세종청사2_우체국사거리,Y,세종,어진동,세종특별자치시 어진동 582,127.261847,36.499833,1,20,2021-12-27 14:47,2021-12-27 15:55
627,SJ_00627,종촌동_소망교회 옆,Y,세종,종촌동,세종특별자치시 종촌동 676,127.249105,36.502287,1,30,2021-12-27 14:51,2021-12-27 14:52
628,SJ_00628,금남면_세종성바오로성당,Y,세종,금남면 신촌리,세종특별자치시 금남면 신촌리 297-11,127.282449,36.468474,3,30,2022-02-03 10:42,2022-02-04 21:46
629,SJ_00629,보람동_보람초등학교 앞 정류장,Y,세종,보람동,세종특별자치시 보람동 773,127.29294,36.480135,3,25,2022-02-04 15:40,2022-02-04 15:44
630,SJ_00630,반곡동_국책 연구지원동 앞(정류장),Y,세종,반곡동,세종특별자치시 반곡동 736,127.303269,36.49542,3,30,2022-02-04 15:41,2022-02-04 21:44
631,SJ_00631,반곡동_국책연구단지 시외버스 정류장,Y,세종,반곡동,세종특별자치시 반곡동 713,127.305612,36.495824,3,40,2022-02-04 15:43,2022-05-28 11:13
632,SJ_00632,집현동_새나루 1단지 앞,Y,세종,집현동,세종특별자치시 집현동 0,127.3205,36.485792,4,20,2022-02-04 17:31,2022-02-04 19:36
633,SJ_00633,집현동_새나루1109동 앞,Y,세종,집현동,세종특별자치시 집현동 889,127.323865,36.497535,4,25,2022-02-04 17:44,2022-02-04 21:42
634,SJ_00634,집현동_새나루11단지앞 BRT정류장,Y,세종,집현동,세종특별자치시 집현동 885-1,127.321965,36.497709,4,25,2022-02-04 16:34,2022-02-04 21:57
635,SJ_00635,집현동_산학연클러스터앞 BRT정류장,Y,세종,집현동,세종특별자치시 집현동 396,127.328582,36.50074,4,25,2022-02-04 16:40,2022-02-04 21:59
637,SJ_00637,집현동_새나루 906동 앞,Y,세종,집현동,세종특별자치시 집현동 산 180,127.32453,36.491178,4,25,2022-02-04 17:53,2022-02-04 21:41
638,SJ_00638,집현동_새나루 9단지 버스정류장,Y,세종,집현동,세종특별자치시 집현동 785-548,127.324919,36.492476,4,25,2022-02-04 17:56,2022-02-04 20:03
639,SJ_00639,집현동_새나루 901동앞 로터리,Y,세종,집현동,세종특별자치시 집현동 785-57,127.322704,36.49318,4,25,2022-02-04 17:58,2022-05-30 21:52
640,SJ_00640,아름동_아카데미타워,Y,세종,아름동,세종특별자치시 아름동 1318,127.243292,36.51207,1,20,2022-02-04 18:00,2022-02-04 20:52
641,SJ_00641,집현동_BRT정류장(시청 방면),Y,세종,집현동,세종특별자치시 집현동 370,127.328434,36.501578,4,25,2022-02-04 20:13,2022-02-04 22:07
645,SJ_00645,집현동_11단지 1106앞,Y,세종,집현동,세종특별자치시 집현동 995-3,127.325279,36.496456,4,30,2022-02-05 13:52,2022-02-05 13:52
646,SJ_00646,보람동_금강보행교 남측(좌),Y,세종,보람동,세종특별자치시 보람동 627-6,127.287577,36.480599,3,40,2022-03-21 14:55,2022-03-21 15:08
647,SJ_00647,보람동_금강보행교 남측(우),Y,세종,보람동,세종특별자치시 보람동 626-7,127.2884,36.480947,3,40,2022-03-21 14:57,2022-03-21 15:07
648,SJ_00648,연기면 금강보행교북측(좌),Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 114-400,127.28333,36.486524,1,30,2022-03-22 13:31,2022-03-22 13:32
649,SJ_00649,연기면 금강보행교 북측(우),Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 735-487,127.283304,36.486074,1,30,2022-03-22 13:36,2022-03-22 13:36
650,SJ_00650,나성동_메가박스 건물 앞,Y,세종,나성동,세종특별자치시 나성동 821,127.263397,36.483728,1,30,2022-05-31 13:47,2022-05-31 13:54
651,SJ_00651,도담동_양지고등학교 정문 앞,N,세종,도담동,세종특별자치시 도담동 895,127.267784,36.50953,1,30,2022-05-31 13:51,2022-06-23 13:11
652,SJ_00652,해밀동_해밀동 복합커뮤니티센터 앞,Y,세종,해밀동,세종특별자치시 해밀동 339-3,127.267659,36.527004,6,30,2022-05-31 13:53,2022-05-31 15:12
653,SJ_00653,도담동_도램마을 9단지 정류장BRT,N,세종,도담동,세종특별자치시 도담동 855,127.261637,36.509061,1,30,2022-05-31 13:56,2022-06-23 13:02
654,SJ_00654,아름동_범지기 1023동 버스정류장,Y,세종,아름동,세종특별자치시 아름동 1277,127.249473,36.519095,1,30,2022-05-31 13:58,2022-05-31 13:58
655,SJ_00655,다정동_가온7단지 정문 버스정류장,Y,세종,다정동,세종특별자치시 다정동 965,127.249781,36.491616,2,30,2022-05-31 14:00,2022-05-31 14:00
656,SJ_00656,어진동_세종경찰기동대 인근,Y,세종,어진동,세종특별자치시 어진동 627,127.266879,36.503281,1,30,2022-05-31 14:03,2022-05-31 14:56
657,SJ_00657,집현동_새나루1단지 후문(118동),Y,세종,반곡동,세종특별자치시 반곡동 산 74,127.317184,36.483881,4,30,2022-05-31 14:05,2022-05-31 14:05
659,SJ_00659,나성동_포드자동차 앞,Y,세종,나성동,세종특별자치시 나성동 752,127.259176,36.484292,2,30,2022-05-31 14:09,2022-05-31 14:09
660,SJ_00660,어진동_한뜰406동 앞 버스정류장,Y,세종,어진동,세종특별자치시 어진동 520,127.25492,36.499012,1,30,2022-05-31 14:25,2022-05-31 14:25
661,SJ_00661,어진동_한뜰401동 앞,Y,세종,어진동,세종특별자치시 어진동 520,127.255611,36.501082,1,30,2022-05-31 14:26,2022-07-22 14:33
662,SJ_00662,집현동_새나루마을 803동 로터리,Y,세종,집현동,세종특별자치시 집현동 785-94,127.323787,36.489735,4,25,2022-07-29 14:11,2022-07-29 18:59
900,SM_00001,삼미,N,세종,가산동,서울특별시 금천구 가산동,126.880623,37.484362,1,200,2018-10-12 12:51,2018-10-12 12:52
990,DJ_00001,두드림,N,세종,장대동,대전 유성구 장대동 336-3,127.337299,36.363496,0,70,2018-06-28 13:25,2020-10-14 13:12
999,SJ-00000,공영자전거 어울링센터,Y,세종,도담동,세종특별자치시 도담동 654,127.261054,36.515821,1,30,2018-08-20 15:59,2021-08-04 16:02
